,blank,enzyme,Arachadonic_Acid_0.5µl,Arachadonic_Acid_1.0µl,Arachadonic_Acid_1.5µl,Arachadonic_Acid_2.0µl,Arachadonic_Acid_2.5µl,Arachadonic_Acid_3.0µl,Arachadonic_Acid_3.5µl,Arachadonic_Acid_4.0µl,Arachadonic_Acid_4.5µl,Arachadonic_Acid_5.0µl,Arachadonic_Acid_6.0µl,Arachadonic_Acid_7.0µl,Arachadonic_Acid_8.0µl,Arachadonic_Acid_9.0µl,Arachadonic_Acid_10.0µl
774,-0.001954077976,0.007621802855,0.01379325427,0.007650203072,0.00858630985,0.009208939038,0.014312305490000003,0.01639610529,0.013681226409999999,0.01218259893,0.01278748084,0.01411614101,0.02137419023,0.018539629880000002,0.01569907926,0.01762629673,0.024255977940000003
773,-0.0001253217779,0.014887640249999999,0.0062118829229999995,0.008299062029,0.007878103293,0.007154759485,0.02058663964,0.02138058096,0.01304223388,0.013174803,0.012109952050000001,0.012046659369999999,0.022824220359999998,0.020660230890000002,0.015604482030000004,0.015428466719999997,0.021592078730000002
772,-0.002177495742,0.008326029405000001,0.006891101133,0.007380056195,0.00707797613,0.009832223877,0.01058757585,0.01740971394,0.01090341527,0.006639535539,0.01098146196,0.013427433559999999,0.01614536904,0.021953135730000004,0.01377484389,0.02052619867,0.01974671148
771,-0.0023167131,0.01029120944,0.007399013732,0.00538753299,0.008756192401,0.01284018997,0.01638204604,0.01692497917,0.01157169882,0.01295344159,0.015336664390000001,0.013947357419999999,0.020039275290000002,0.02328726463,0.01700228639,0.02030835487,0.025222219530000003
770,-0.001613525907,0.008913484402,0.01277812384,0.006760777906,0.009108026512,0.01174022723,0.017337886619999996,0.01759154908,0.0140731968,0.01348457299,0.01436008979,0.01221555844,0.015638588000000002,0.023757666349999998,0.01696355082,0.01704446971,0.01669750176
769,0.00023062754189999998,0.009860079736,0.011497506869999998,0.010182439350000001,0.008512176573,0.013795605859999999,0.01948791556,0.01927159354,0.0116776526,0.013608356010000001,0.014972114,0.01321413554,0.0189888496,0.02215140313,0.01681445539,0.02427834086,0.027705566960000004
768,-0.0006003464223,0.012844509450000001,0.010807680900000002,0.008983140811,0.01163056213,0.0116800461,0.01698788442,0.0173746869,0.01432969514,0.012849789109999999,0.0152304573,0.01447922457,0.01745150797,0.022808451209999997,0.016471676530000003,0.01649262197,0.019155330959999998
767,0.001113253878,0.00975014735,0.01454718225,0.008191344328,0.016442183410000002,0.01624736562,0.017466004939999998,0.019376846030000002,0.013873559419999999,0.014849361030000001,0.014380611480000001,0.013629831369999998,0.01873399131,0.02438804321,0.01929448731,0.02054250799,0.02198662795
766,-0.0014442590760000002,0.01071191486,0.01008840092,0.008636398241,0.0108251702,0.008208701387,0.01751448773,0.018390774730000004,0.01225549728,0.01364799496,0.01309505384,0.01161067374,0.01931621879,0.02206968889,0.017533596609999997,0.01914518513,0.02249335125
765,-0.001188557129,0.012491288590000002,0.01617306843,0.007859678008,0.01106483303,0.009459695779,0.01929519139,0.019605297600000002,0.01740136184,0.014347861519999996,0.013951286669999998,0.01744584925,0.015256383459999997,0.022039812059999997,0.014849093740000001,0.02040978894,0.021805232390000002
764,-0.002073478419,0.008127063513,0.009589402005,0.008979388513,0.009394565597,0.01012011617,0.01771445945,0.01649181545,0.01449750457,0.01143820956,0.013104764740000002,0.009517823346,0.01658060774,0.02201513946,0.01760284416,0.019177407030000003,0.02146303467
763,0.001115407911,0.009544548578999999,0.01223795023,0.007258298807,0.01119199209,0.009704032913,0.016229629519999997,0.014724233190000003,0.011511248540000001,0.01137764566,0.012906959280000001,0.01194617618,0.01857966743,0.020134788009999998,0.01609593816,0.01825382374,0.022948620840000003
762,-0.004554178566,0.007287333254,0.008678676561,0.0122606894,0.013343821280000001,0.012348381799999999,0.01741957664,0.01734540239,0.01554953121,0.0139587177,0.0145191839,0.015242682769999997,0.020993426439999997,0.019420452419999998,0.01989432424,0.02125997283,0.0188752301
761,0.0002152951784,0.008953252807,0.009255503304,0.010412600820000001,0.01391343679,0.01073473413,0.018180424350000002,0.01742221788,0.016587089750000002,0.014039373959999999,0.012270594950000002,0.01210098248,0.02271941304,0.021339114759999996,0.015424764719999998,0.019203677769999997,0.018599499019999997
760,-0.0021213945,0.01045985147,0.01179419179,0.009121719747999999,0.009623304009,0.01132349297,0.019088298080000003,0.01763915643,0.015613632280000001,0.010909944769999999,0.010253279470000001,0.01196663827,0.019735226409999997,0.01695620269,0.020850600669999997,0.019783934580000002,0.02137565799
759,-0.0004986397689,0.008316450752,0.01156880148,0.008543934673,0.01003409084,0.009656202047999999,0.01748810336,0.014601282780000004,0.01824991032,0.01130295452,0.011935640130000001,0.012072183190000002,0.01842901669,0.02432370372,0.01866005175,0.01847217791,0.026444936170000002
758,0.002320055151,0.009054975584,0.01008784492,0.011296631770000001,0.01095207315,0.01225408539,0.018334202469999998,0.016103137280000002,0.01595987007,0.012364441529999999,0.013316487890000001,0.010279228909999999,0.0199405849,0.01759184524,0.01771772094,0.019272675740000002,0.01787071489
757,0.001671719248,0.0105208708,0.012540231459999999,0.012450423090000001,0.012922639029999999,0.01164071914,0.02041657083,0.01683910377,0.01344006229,0.01272835489,0.014892034230000004,0.015436164099999997,0.019169993700000002,0.02178168856,0.0193572212,0.02014493011,0.0202620551
756,-0.003263113787,0.005487741902,0.008352601901,0.007177602034,0.007516570389000002,0.008590137586,0.016875997190000002,0.01334245969,0.00960522797,0.007649702486,0.009065653197,0.0101886401,0.01722854935,0.01697426289,0.0104701668,0.01834214106,0.01371910889
755,-0.0016096057370000002,0.008639223874,0.01175059937,0.010027627459999999,0.008339301683,0.01179421879,0.02006405406,0.01401525829,0.01993977278,0.01630549505,0.012028243390000002,0.012247189879999999,0.01900364272,0.022035073489999998,0.01619574614,0.0207472723,0.02404771931
754,0.00047778117,0.011990320870000001,0.008398652077,0.009266451001,0.01229437441,0.007289281115,0.016427101569999998,0.01337104943,0.01359518804,0.01131942775,0.013072991740000001,0.01423983648,0.019259607419999998,0.01815359481,0.01814806275,0.02282029204,0.022300733250000003
753,-0.002327012364,0.009341320954,0.01102922577,0.009195533581,0.01054641139,0.012223625559999998,0.01923544332,0.01815038361,0.015163330359999998,0.01190091856,0.01391367707,0.01519959979,0.01883686893,0.01900594123,0.015617335219999999,0.01885143854,0.021249968560000002
752,-0.00229935837,0.009106148966,0.0069139036349999995,0.005912136286000001,0.00967605412,0.008496707305,0.0144648524,0.01572197303,0.01197025739,0.005831374787,0.01238814555,0.011244906110000001,0.0182175152,0.01970022731,0.01818836108,0.019092084840000002,0.02208028361
751,-0.003188754199,0.007021068595,0.005569121335,0.007630918175,0.009467447177,0.01205059886,0.02303729579,0.011601049450000001,0.010432221,0.01269146428,0.011855347079999998,0.014961771669999999,0.01711584628,0.01556576416,0.016718082130000003,0.01774536073,0.02441433072
750,-3.453050886e-05,0.008643105626,0.011718871070000001,0.01031906903,0.008140198886,0.010809804309999999,0.01918392628,0.016278350730000002,0.01326348074,0.01024389733,0.01408274285,0.009951658547,0.015022543259999997,0.02395883761,0.017949186269999997,0.01898925565,0.02383187786
749,-1.4599440869999999e-05,0.00873149652,0.012042374350000001,0.011688102970000001,0.009616581723,0.009921227582,0.0207687784,0.016465116289999998,0.01531293243,0.010635296809999998,0.01400255971,0.015241744,0.01839882322,0.02146104909,0.016989821569999997,0.02111398801,0.0227107387
748,-0.002573964885,0.007881872356,0.01184906811,0.0071000522,0.008858133107,0.00929458905,0.016695188359999998,0.01768388227,0.014974900519999999,0.011407434939999999,0.01336434949,0.01490055304,0.0148449149,0.0236061383,0.01489353459,0.021212944759999998,0.0200534258
747,-0.0005865938729,0.01039592363,0.011233563529999999,0.007011939771,0.011605755430000001,0.01121140923,0.016275879,0.01845213585,0.0138810426,0.01019502711,0.01361321751,0.01374262106,0.01943201199,0.02119291201,0.01987375692,0.01980300806,0.02522010542
746,0.002557985252,0.009289352223,0.01277135219,0.009765978903,0.009556853212,0.011943569409999999,0.01712844893,0.0183859691,0.013582474550000001,0.01186585426,0.014703319409999999,0.01062418148,0.015960406509999997,0.02478796616,0.01634436101,0.01822645031,0.023930991069999998
745,0.001269593369,0.005891852546,0.013114263300000002,0.008583009243,0.011484030630000001,0.012984939850000002,0.01926317811,0.01704029739,0.016914617269999998,0.010971187609999999,0.01225749403,0.014371434230000002,0.020636748519999998,0.02245311439,0.01792806387,0.01890534908,0.023903666060000002
744,-0.001124014379,0.008851342835,0.008143442683,0.00462504616,0.01668537036,0.01007849257,0.01829062216,0.0178761892,0.01578819193,0.014430624430000004,0.01260127779,0.011435764840000001,0.01755502447,0.021690301600000003,0.019167235119999997,0.0202674251,0.022797729819999998
743,-0.0003869780921,0.01303961966,0.012219285590000002,0.013306692240000001,0.011902940459999999,0.01178246271,0.020169768480000003,0.01641769148,0.0157107003,0.010804258290000002,0.0169768203,0.01662961021,0.0211246144,0.022986993190000003,0.02322076447,0.02141038328,0.020022062580000003
742,0.0004884839873000001,0.011380595159999998,0.01220144797,0.01251166966,0.010041720229999999,0.01176974922,0.016925033180000004,0.014751066450000001,0.014787221330000001,0.0140343206,0.01461247355,0.01270729676,0.023142891000000002,0.020924614740000003,0.01811108738,0.022556113080000002,0.02361961454
741,-0.002548797289,0.01037010085,0.01107139233,0.009535921738,0.01004111115,0.01152044628,0.01540116221,0.01607444696,0.012198572979999999,0.008311411365999999,0.012841097079999999,0.011010294779999999,0.01872645132,0.020664600659999997,0.01759238355,0.019570173700000002,0.02189293876
740,0.000628370326,0.010368244720000001,0.012534716170000001,0.008349989541,0.011513109320000001,0.014398807659999999,0.0160342101,0.0162477158,0.01606638916,0.01251124311,0.014775383290000001,0.01419602428,0.01904369704,0.02157542855,0.01720613986,0.02051091939,0.0229740832
739,-0.001117869397,0.009431865066,0.01152283791,0.009373537265,0.011281860060000001,0.011019189840000002,0.01945123263,0.0178386718,0.01373420469,0.01017674245,0.01651553065,0.011427047659999998,0.01974760555,0.02230539359,0.017286270859999998,0.02070122398,0.02288500965
738,-0.0007661696872999999,0.00970712956,0.011204264129999999,0.01221854053,0.01199888997,0.011531902479999998,0.015167029569999999,0.01878907531,0.013800709509999998,0.01282635238,0.01488788147,0.01376982033,0.02100152336,0.023169348019999998,0.017830202360000002,0.01953245513,0.023124625910000002
737,-0.001019227901,0.01145593636,0.01350521389,0.007728905416999998,0.009608086199,0.010985497390000001,0.01695811376,0.018677048390000003,0.013503238559999999,0.014901383780000001,0.011890117079999998,0.01013972331,0.01971526071,0.022395873440000002,0.01733166352,0.02011092938,0.02772813663
736,0.001125529525,0.010507743810000001,0.01267976314,0.008270171471,0.009970463811999999,0.01075320132,0.01695859805,0.01916772127,0.01634855382,0.010847384109999999,0.014560137880000002,0.014916439540000001,0.01941254735,0.02232286148,0.01939178631,0.01908764802,0.02330384403
735,0.0005802331142999999,0.01122838352,0.011571379380000002,0.009015171789000001,0.012363801709999999,0.01064474043,0.017168087880000002,0.018318837509999998,0.01195594203,0.01270241942,0.01368969493,0.014049640859999999,0.015800755469999997,0.02364588156,0.0165256951,0.02049794793,0.021465672180000003
734,0.0009605766973,0.010815510530000001,0.01165949088,0.01133425348,0.012239228000000001,0.01224255655,0.01662659831,0.0161613021,0.01641680487,0.013282776809999999,0.0141088143,0.013573874719999999,0.024315461519999998,0.020105261359999998,0.01836393215,0.02170695551,0.02454603463
733,0.0002641689789,0.01098517887,0.013187744650000001,0.01114654727,0.01151116937,0.01183363982,0.01697808504,0.01831878349,0.01526482869,0.011762222279999998,0.012904532250000001,0.01262675412,0.01930745132,0.0237149056,0.01876101829,0.02155317739,0.02368171886
732,-0.0009603939252000001,0.01146611571,0.008830815554,0.01584475674,0.01048329286,0.009484750219,0.01797255129,0.01588511094,0.01816074736,0.01673368551,0.01519724075,0.014911724250000001,0.01855027303,0.02259379625,0.0189079456,0.02131646499,0.02540658601
731,-0.0003739429812,0.008244316094,0.012731073419999999,0.01113935001,0.010934499089999999,0.01162293088,0.01662839949,0.01314283721,0.01572054997,0.012670808470000001,0.01215307601,0.014083678830000003,0.0179970488,0.02091920935,0.01879891567,0.020307650790000003,0.0237187054
730,0.0015126373620000001,0.01189429406,0.01257689577,0.014038973490000002,0.012698953970000001,0.014620130880000004,0.014812933280000003,0.014408654530000004,0.017518531530000003,0.014660049230000001,0.014273434880000001,0.014406968840000001,0.02260928415,0.02346775122,0.02081915177,0.02325034142,0.025912590319999998
729,-0.00045328552369999997,0.01036813855,0.01285826787,0.007952892222,0.012126722369999999,0.012424690649999999,0.0161429774,0.015051859430000003,0.015224612319999999,0.01061375625,0.014776428230000001,0.013667041440000001,0.01932247169,0.02063699253,0.01949593052,0.021027062090000003,0.02371676452
728,-0.0017234288389999998,0.0110348016,0.0132663101,0.01123590115,0.01125954371,0.012314692140000002,0.015832327309999998,0.015761135149999998,0.0185531918,0.01474785246,0.014226435680000003,0.01508032065,0.01983159408,0.02139972337,0.01890080608,0.022288553419999996,0.024944867940000004
727,0.001605304657,0.013980210759999999,0.014954751359999999,0.007682978641,0.013193668799999999,0.01275119931,0.01569236815,0.01813629456,0.01576886512,0.01396104321,0.014866638930000004,0.01216130145,0.01912065037,0.024367207659999997,0.017218692230000002,0.02250510082,0.02538435534
726,-0.00031683218550000004,0.009600570425,0.011975286529999999,0.008911318146,0.011341826059999999,0.011643696580000001,0.01567897759,0.01636371389,0.01546623372,0.014743675480000001,0.01285938825,0.01503055543,0.019289536399999998,0.02226302214,0.01968115941,0.021553095430000002,0.024823212999999997
725,-0.00039287479010000016,0.011938540259999998,0.01173690241,0.013511943630000002,0.015286117790000001,0.01312074624,0.01743846573,0.017464146019999998,0.01620652154,0.013328205790000002,0.015618945469999998,0.01521005575,0.021377425640000003,0.02313756756,0.01913422905,0.02264912799,0.02217981592
724,-0.0001338615984,0.011206707920000001,0.01249160804,0.007695915643,0.015179655509999999,0.012082031000000002,0.01697415486,0.016052743419999998,0.01744404435,0.0169578176,0.014948830009999999,0.01472099312,0.02054299787,0.022452788430000002,0.0174395442,0.01976337284,0.02323990874
723,-0.0004951233277,0.01263155136,0.01662215963,0.011786106040000001,0.01265729591,0.013636856340000001,0.016287999230000003,0.016938194630000004,0.01296410989,0.01571459137,0.01592214033,0.014127105469999996,0.02212446183,0.021221345290000002,0.02001127414,0.02354685962,0.02499929443
722,-0.0006402573199,0.009965246543000001,0.014172194530000001,0.011331596409999999,0.01101592369,0.01245327294,0.01580389775,0.016936283559999998,0.01593043655,0.014027343130000001,0.013511943630000002,0.0133814076,0.02010312118,0.023379124700000004,0.0188804213,0.02196043357,0.02313267998
721,-0.0016628335,0.01105001662,0.01365929469,0.009814932942,0.01434968133,0.01232457254,0.01582048833,0.01727926731,0.01677568257,0.01273014024,0.015133898710000001,0.01491448376,0.021057574080000002,0.021700289100000002,0.01900091022,0.02314611338,0.02489648201
720,-0.0002957241377,0.010847649540000002,0.01291159913,0.01339964103,0.01382860821,0.012983712369999999,0.012575936499999999,0.01745056547,0.015291347169999999,0.01185343135,0.01628372632,0.01227240544,0.0241886992,0.02264440991,0.0161316134,0.02133193612,0.02502638474
719,0.0005868429434,0.01208642311,0.01451463345,0.011911162179999999,0.012420748359999999,0.01296616346,0.015088441780000001,0.01675846428,0.01659241505,0.015545775180000002,0.01637607813,0.01530944649,0.021285498509999997,0.02187742107,0.017949888480000002,0.02546458133,0.02565201744
718,-0.0004199261894,0.01191991568,0.013672544619999998,0.01145091373,0.012802144509999999,0.01264311746,0.01647920534,0.01764794439,0.015310706569999999,0.013462250119999998,0.01564210281,0.014574485830000001,0.02211283147,0.01812808961,0.01876537129,0.02285379544,0.02494056523
717,0.0005466154543999999,0.01051739696,0.014030551540000002,0.01085983217,0.01276506111,0.013037832450000002,0.01666108146,0.01792968251,0.016455492,0.01371595636,0.01552549284,0.014057100749999999,0.023474965240000003,0.02429947443,0.018756235019999998,0.020457651469999998,0.024926638230000003
716,0.001327128382,0.0134928776,0.014123414640000003,0.01686334983,0.011819435279999999,0.01342334878,0.01770955138,0.02065110952,0.017110193149999998,0.0146635836,0.01699875854,0.01701684855,0.02544660307,0.0243265219,0.02070945129,0.02391274832,0.025786433369999997
715,0.0007286278415,0.01144905295,0.01493524667,0.01221720967,0.011726025490000002,0.01253948547,0.01727994159,0.019002316519999996,0.01666896231,0.0134297302,0.01015384682,0.014888390900000001,0.022962674500000002,0.01856391691,0.01888826117,0.024237090719999996,0.02328171954
714,0.000244199211,0.010325616230000001,0.013523239640000002,0.01436806284,0.01204147004,0.01325253863,0.01693318784,0.019839370619999998,0.01582966931,0.01338349003,0.011840290390000001,0.01586440951,0.023273471740000003,0.0234708935,0.01877877675,0.023720318450000003,0.025117352599999997
713,-0.0001564266131,0.013304983270000001,0.01730833389,0.015509879219999996,0.0154370768,0.01406335738,0.0175819248,0.01720902324,0.01778136007,0.015445632859999999,0.01638656296,0.01586578041,0.02600030787,0.023838877680000002,0.01979894564,0.02271011099,0.02469284832
712,4.294694372e-05,0.01111249998,0.013410160320000001,0.01134687476,0.01106002741,0.01260863245,0.01617559418,0.019853107630000002,0.01751785725,0.014850486069999997,0.01396446489,0.01588277519,0.02627814002,0.023424474520000002,0.01916582696,0.02385927923,0.02337311395
711,-0.0004385456559,0.009765714407,0.01357171126,0.01136446558,0.012468404140000002,0.011017277839999999,0.01670476608,0.016319096090000002,0.01153939962,0.01277249865,0.01498958375,0.01322035398,0.02300659008,0.0225207787,0.0179323256,0.022447636349999998,0.02210841887
710,5.682341725e-05,0.01154362597,0.01457191631,0.013676685280000002,0.015238580290000001,0.014000100080000001,0.017548367380000002,0.01905156672,0.01695097983,0.01603635959,0.01839320548,0.01411392167,0.02395686693,0.022856796159999998,0.0207317695,0.02526534721,0.0243992433
709,-0.002099034376,0.0065395599230000006,0.010362730359999999,0.008666898124,0.01405089814,0.01248937007,0.0159521345,0.016871450469999997,0.015106425619999999,0.01325614098,0.014799701980000001,0.01419377793,0.022406993430000004,0.02191888541,0.02052280493,0.0248521287,0.024308728050000002
708,-0.001880833996,0.00867350027,0.01318862475,0.008932086639000001,0.009481046348999999,0.013045008290000002,0.01769272611,0.01863292232,0.01735009067,0.0133543117,0.013894433159999999,0.01589705981,0.0255248379,0.02314693108,0.019026359540000003,0.02500373498,0.023734372110000002
707,0.002520308597,0.013664877969999998,0.01736399159,0.01272582263,0.01834613644,0.01458680071,0.01474699564,0.02083270252,0.017490880559999998,0.014159410259999996,0.01742054708,0.01640731469,0.025632219390000002,0.02640760504,0.021171657369999996,0.028398213910000008,0.026027956980000003
706,0.0004834564752,0.01219258271,0.014674802309999999,0.011246739890000001,0.014137775640000001,0.01267995033,0.016747055580000003,0.01817678101,0.01621952653,0.012921999209999998,0.01417066995,0.01578129455,0.02446233481,0.02381566167,0.019609360019999997,0.024266488849999997,0.02521193027
705,0.0004535259213,0.01158552337,0.01372244861,0.01156789716,0.014749754219999998,0.01354273409,0.015312985519999999,0.01982785389,0.015495634640000004,0.01282480638,0.01588752866,0.01271635946,0.028542881830000002,0.026711188259999998,0.02005236968,0.02203398384,0.022963630040000002
704,0.0012314831840000001,0.01010864321,0.014723323290000001,0.016124924640000003,0.013005797749999999,0.0138292769,0.01748295687,0.01788277179,0.01764257997,0.012949281370000001,0.01614590734,0.015198500830000001,0.022646537050000002,0.02406949922,0.01835377887,0.02581030503,0.02164222114
703,-1.5324223569999998e-05,0.01268016361,0.01372244861,0.01308283582,0.013347932140000001,0.01368942764,0.01711832359,0.0195763763,0.01775380038,0.0131675452,0.01529711206,0.01488814969,0.02305533923,0.02597975172,0.0207095053,0.030269633980000002,0.026729246600000003
