BLANK,,BM3,,dmso_1,,dmso_2,,4PhenylImidazole_0.1,,4PhenylImidazole_0.2,,4PhenylImidazole_0.3,,4PhenylImidazole_0.4,,4PhenylImidazole_0.5,,4PhenylImidazole_0.6,,4PhenylImidazole_0.7,,4PhenylImidazole_0.8,,4PhenylImidazole_0.9,,4PhenylImidazole_1.0,,4PhenylImidazole_2.0,,4PhenylImidazole_3.0,,4PhenylImidazole_4.0,,4PhenylImidazole_5.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
666.0103149,0.001346395002,666.0103149,0.006926133763,666.0103149,0.004325163551,666.0103149,0.006230159663,666.0103149,0.004522760399,666.0103149,0.003718864638,666.0103149,0.01583501138,666.0103149,0.005219014827,666.0103149,0.006131695583,666.0103149,0.006546182092,666.0103149,0.009605837055,666.0103149,0.007415892091,666.0103149,0.008016461506,666.0103149,0.006085386034,666.0103149,0.006153881084,666.0103149,0.008962898515,666.0103149,0.01348879188,666.0103149,0.01162418071,
664.9906006,0.001271955902,664.9906006,0.005663995631,664.9906006,0.005166436546,664.9906006,0.005083927885,664.9906006,0.006814206485,664.9906006,0.002547023119,664.9906006,0.01794357598,664.9906006,0.006408790592,664.9906006,0.007144154049,664.9906006,0.01236683782,664.9906006,0.008639091626,664.9906006,0.008612317033,664.9906006,0.008409314789,664.9906006,0.008734375238,664.9906006,0.00674789492,664.9906006,0.009955552407,664.9906006,0.01501592435,664.9906006,0.008715359494,
663.9705811,0.0006759424577,663.9705811,0.003324908437,663.9705811,0.00438067317,663.9705811,0.00519129727,663.9705811,0.001674473751,663.9705811,0.004691453185,663.9705811,0.01620404981,663.9705811,0.004715580028,663.9705811,0.01007202733,663.9705811,0.0102888234,663.9705811,0.008319089189,663.9705811,0.00809343718,663.9705811,0.01032930147,663.9705811,0.008752177469,663.9705811,0.005799525417,663.9705811,0.01153065357,663.9705811,0.01333151571,663.9705811,0.01057648845,
662.9502563,0.0003566479718,662.9502563,0.003855277319,662.9502563,0.004650608171,662.9502563,0.003139014821,662.9502563,0.005425039679,662.9502563,0.003110282589,662.9502563,0.01591714472,662.9502563,0.004184029065,662.9502563,0.003470486496,662.9502563,0.009558228776,662.9502563,0.006857648492,662.9502563,0.007864870131,662.9502563,0.004478819203,662.9502563,0.008484617807,662.9502563,0.008942630142,662.9502563,0.007269090973,662.9502563,0.01449298114,662.9502563,0.01233847439,
661.9296265,0.000637832447,661.9296265,0.002531035803,661.9296265,0.004018067848,661.9296265,0.006418484263,661.9296265,0.003567226464,661.9296265,0.002120465972,661.9296265,0.01507496089,661.9296265,0.003585679224,661.9296265,0.003913704772,661.9296265,0.00744941365,661.9296265,0.007158785593,661.9296265,0.008147899993,661.9296265,0.003471269272,661.9296265,0.008683615364,661.9296265,0.008352601901,661.9296265,0.008324735798,661.9296265,0.01257918682,661.9296265,0.01006421261,
661.0545654,-0.0007681335555,661.0545654,0.002133966889,661.0545654,0.002559469547,661.0545654,0.0004792842083,661.0545654,0.001346550765,661.0545654,0.0033512027,661.0545654,0.01527777966,661.0545654,0.003800096223,661.0545654,0.003305605846,661.0545654,0.009845701046,661.0545654,0.006805476733,661.0545654,0.008053641766,661.0545654,0.00666416483,661.0545654,0.006932604127,661.0545654,0.005969055928,661.0545654,0.007309129927,661.0545654,0.01274301577,661.0545654,0.01375961397,
660.0333252,-0.001399880741,660.0333252,0.002341656014,660.0333252,0.003766410984,660.0333252,0.005050352775,660.0333252,0.00384919229,660.0333252,0.004544288386,660.0333252,0.01170280948,660.0333252,0.005087228026,660.0333252,0.004292457364,660.0333252,0.01132941805,660.0333252,0.006085464731,660.0333252,0.009094412439,660.0333252,0.005384571385,660.0333252,0.004879583139,660.0333252,0.002795759356,660.0333252,0.008030726574,660.0333252,0.01423718873,660.0333252,0.01230585109,
659.0118408,-0.0004787300131,659.0118408,0.002982418053,659.0118408,0.003469677642,659.0118408,0.00437889481,659.0118408,0.004214662593,659.0118408,0.003652762854,659.0118408,0.01509254239,659.0118408,0.004265661351,659.0118408,0.004906731192,659.0118408,0.01197313145,659.0118408,0.004387027118,659.0118408,0.009502820671,659.0118408,0.007004468702,659.0118408,0.007203551941,659.0118408,0.009983204305,659.0118408,0.00886907056,659.0118408,0.01301449258,659.0118408,0.01393891033,
657.9899902,-0.0005456956569,657.9899902,0.002485603094,657.9899902,0.004497990478,657.9899902,0.00518605765,657.9899902,0.003572315909,657.9899902,0.003851255402,657.9899902,0.01672192849,657.9899902,0.004038943443,657.9899902,0.004084147047,657.9899902,0.01033333037,657.9899902,0.007246401161,657.9899902,0.007142206654,657.9899902,0.00767549593,657.9899902,0.00580967823,657.9899902,0.008462603204,657.9899902,0.007563059218,657.9899902,0.01792452857,657.9899902,0.009787768126,
656.9678345,-0.0001107778153,656.9678345,0.005489943549,656.9678345,0.005156534724,656.9678345,0.004911495838,656.9678345,0.007126575802,656.9678345,0.004541437142,656.9678345,0.01823260449,656.9678345,0.003453708719,656.9678345,0.005503969267,656.9678345,0.0112119671,656.9678345,0.006636092439,656.9678345,0.004673633724,656.9678345,0.001816042466,656.9678345,0.009013902396,656.9678345,0.007063926198,656.9678345,0.008525190875,656.9678345,0.01440852042,656.9678345,0.01493112091,
655.9453735,-0.0001353625121,655.9453735,0.005002508406,655.9453735,0.00458007399,655.9453735,0.005509133916,655.9453735,0.004723744933,655.9453735,0.00421881862,655.9453735,0.01594920829,655.9453735,0.007975039072,655.9453735,-0.0004088058195,655.9453735,0.009493242949,655.9453735,0.00552145578,655.9453735,0.009909204207,655.9453735,0.005420662463,655.9453735,0.009270206094,655.9453735,0.004265713505,655.9453735,0.008773493581,655.9453735,0.01483679842,655.9453735,0.01423745602,
655.0687256,0.0008966830792,655.0687256,0.004341007676,655.0687256,0.00303199538,655.0687256,0.006517722737,655.0687256,0.005499512423,655.0687256,0.003566521686,655.0687256,0.01806304976,655.0687256,0.00244027935,655.0687256,0.004410090856,655.0687256,0.01105142385,655.0687256,0.00780693721,655.0687256,0.008992654271,655.0687256,0.007570908871,655.0687256,0.007866056636,655.0687256,0.008450197987,655.0687256,0.008764538914,655.0687256,0.01214383822,655.0687256,0.01494671404,
654.0456543,0.0007245569723,654.0456543,0.002179960953,654.0456543,0.005136391148,654.0456543,0.005272385199,654.0456543,0.002268034965,654.0456543,0.004789931234,654.0456543,0.0171705652,654.0456543,0.008489923552,654.0456543,0.005844098981,654.0456543,0.01121390611,654.0456543,0.006493784953,654.0456543,0.009616184048,654.0456543,0.005480558611,654.0456543,0.0098017212,654.0456543,0.009289907292,654.0456543,0.009025241248,654.0456543,0.0129630696,654.0456543,0.01736186258,
653.0223389,0.0007258793339,653.0223389,0.005291932728,653.0223389,0.003939903807,653.0223389,0.003897092305,653.0223389,0.004081611987,653.0223389,0.005548198242,653.0223389,0.01785212941,653.0223389,0.006313332822,653.0223389,0.006500143558,653.0223389,0.01359676383,653.0223389,0.01016211417,653.0223389,0.009598532692,653.0223389,0.006503822282,653.0223389,0.009160105139,653.0223389,0.009523432702,653.0223389,0.009626029991,653.0223389,0.01381548773,653.0223389,0.007197314408,
651.9986572,-0.001002751058,651.9986572,0.003272272181,651.9986572,0.004359519575,651.9986572,0.0040480881,651.9986572,0.004707206041,651.9986572,0.00345819653,651.9986572,0.01534773968,651.9986572,0.0080417227,651.9986572,0.005871805828,651.9986572,0.01072072424,651.9986572,0.006254371721,651.9986572,0.00893240422,651.9986572,0.00574598508,651.9986572,0.007838196121,651.9986572,0.008457324468,651.9986572,0.007685349789,651.9986572,0.01163516194,651.9986572,0.01445240807,
650.9747314,9.577819355E-7,650.9747314,0.004855996929,650.9747314,0.00539809512,650.9747314,0.005540542305,650.9747314,0.004494590219,650.9747314,0.004250473343,650.9747314,0.01583681069,650.9747314,0.009065653197,650.9747314,0.005939952098,650.9747314,0.01091182977,650.9747314,0.007290650159,650.9747314,0.01158780977,650.9747314,0.006578664295,650.9747314,0.008889678866,650.9747314,0.007731724996,650.9747314,0.0097480556,650.9747314,0.01362609118,650.9747314,0.01608016901,
649.9504395,-0.0007612082991,649.9504395,0.003813884221,649.9504395,0.005127878394,649.9504395,0.005586584099,649.9504395,0.005431802012,649.9504395,0.006924634799,649.9504395,0.01422705129,649.9504395,0.005900039338,649.9504395,0.006687297486,649.9504395,0.01365689095,649.9504395,0.009066419676,649.9504395,0.01015983522,649.9504395,0.003362393938,649.9504395,0.01097023208,649.9504395,0.009162379429,649.9504395,0.01029256079,649.9504395,0.01353320014,649.9504395,0.0175012555,
649.0722656,-0.001319988398,649.0722656,0.003179222578,649.0722656,0.004437497351,649.0722656,0.003837883938,649.0722656,0.003147958312,649.0722656,0.004305790644,649.0722656,0.01251337491,649.0722656,0.001998587744,649.0722656,0.004910658114,649.0722656,0.01001501828,649.0722656,0.008659213781,649.0722656,0.01031238865,649.0722656,0.002332989359,649.0722656,0.00734032644,649.0722656,0.006533016451,649.0722656,0.007345934398,649.0722656,0.01439589076,649.0722656,0.01474046148,
648.0474243,-0.0001965853153,648.0474243,0.004302836023,648.0474243,0.004904270172,648.0474243,0.004184002988,648.0474243,0.004372410011,648.0474243,0.004290052224,648.0474243,0.0155073842,648.0474243,0.006873112172,648.0474243,0.006513255648,648.0474243,0.01590286009,648.0474243,0.00846643094,648.0474243,0.008574138395,648.0474243,0.007317764685,648.0474243,0.007705559488,648.0474243,0.009829152375,648.0474243,0.01121879369,648.0474243,0.01270127296,648.0474243,0.01310086995,
647.0222778,0.000367995468,647.0222778,0.005229075439,647.0222778,0.005746247247,647.0222778,0.008989615366,647.0222778,0.007560372353,647.0222778,0.006167481188,647.0222778,0.01336264051,647.0222778,0.004863902461,647.0222778,0.007537272293,647.0222778,0.01220301911,647.0222778,0.007978097536,647.0222778,0.01166847907,647.0222778,0.007110840175,647.0222778,0.007086001337,647.0222778,0.008761897683,647.0222778,0.01009833626,647.0222778,0.01471413765,647.0222778,0.01691798121,
645.9968262,0.0009802421555,645.9968262,0.00663701212,645.9968262,0.007054928225,645.9968262,0.008712533861,645.9968262,0.006253189873,645.9968262,0.005710103083,645.9968262,0.01509530284,645.9968262,0.007351226173,645.9968262,0.009012238123,645.9968262,0.01180453878,645.9968262,0.009433954954,645.9968262,0.01003830321,645.9968262,0.008183878846,645.9968262,0.01033123676,645.9968262,0.01104316581,645.9968262,0.01177703682,645.9968262,0.01481306739,645.9968262,0.01832126826,
644.9710693,-0.001875163754,644.9710693,0.002861991525,644.9710693,0.004501338582,644.9710693,0.005303305108,644.9710693,0.005591828376,644.9710693,0.003141674446,644.9710693,0.01264812797,644.9710693,0.001229017042,644.9710693,0.006416881923,644.9710693,0.0121708056,644.9710693,0.005588497967,644.9710693,0.008023422211,644.9710693,0.005546336528,644.9710693,0.007060874254,644.9710693,0.008858026937,644.9710693,0.007498898078,644.9710693,0.01640669629,644.9710693,0.01412106212,
643.9450073,0.002369088121,643.9450073,0.00820535142,643.9450073,0.008205668069,643.9450073,0.00524670817,643.9450073,0.007562058046,643.9450073,0.007584658917,643.9450073,0.01487815753,643.9450073,0.008688790724,643.9450073,0.01024694555,643.9450073,0.0156254936,643.9450073,0.01022762433,643.9450073,0.01331475284,643.9450073,0.009284221567,643.9450073,0.01166371908,643.9450073,0.01306634862,643.9450073,0.009261215106,643.9450073,0.01634804346,643.9450073,0.01521962602,
643.0652466,0.004211029038,643.0652466,0.00677713193,643.0652466,0.00641139131,643.0652466,0.007633815985,643.0652466,0.005227398593,643.0652466,0.008396065794,643.0652466,0.0175252147,643.0652466,0.008046838455,643.0652466,0.01038850006,643.0652466,0.01438778266,643.0652466,0.01046284754,643.0652466,0.01474680845,643.0652466,0.008574322797,643.0652466,0.01299771573,643.0652466,0.01163037587,643.0652466,0.01041615382,643.0652466,0.01415347401,643.0652466,0.01720956154,
642.0386353,0.0004317336134,642.0386353,0.001877029659,642.0386353,0.003931100946,642.0386353,0.00454842113,642.0386353,0.005766393151,642.0386353,0.006110220216,642.0386353,0.01423250791,642.0386353,0.005026966799,642.0386353,0.004873666912,642.0386353,0.01231429353,642.0386353,0.006958749611,642.0386353,0.006429912522,642.0386353,0.006512335967,642.0386353,0.009684708901,642.0386353,0.01282683201,642.0386353,0.007288149092,642.0386353,0.01560982224,642.0386353,0.008730889298,
641.0117188,-0.0002647327492,641.0117188,0.005624842364,641.0117188,0.004740990698,641.0117188,0.005213984754,641.0117188,0.004063530359,641.0117188,0.004739708267,641.0117188,0.008566771634,641.0117188,0.006446937099,641.0117188,0.008438821882,641.0117188,0.01266467851,641.0117188,0.01155343559,641.0117188,0.008278033696,641.0117188,0.006364053581,641.0117188,0.008693571202,641.0117188,0.007840172388,641.0117188,0.008248221129,641.0117188,0.01872590929,641.0117188,0.01395139378,
639.9844971,-0.0009963461198,639.9844971,0.002532077255,639.9844971,0.004952653311,639.9844971,0.004412052222,639.9844971,0.004576150328,639.9844971,0.00358531368,639.9844971,0.01453971397,639.9844971,0.0002445100108,639.9844971,0.006965931039,639.9844971,0.01282883249,639.9844971,0.004783388227,639.9844971,0.009204522707,639.9844971,0.006793118082,639.9844971,0.008485911414,639.9844971,0.007124654949,639.9844971,0.006961721927,639.9844971,0.01271358691,639.9844971,0.01498031244,
638.9569702,-0.0002516422246,638.9569702,0.005790081341,638.9569702,0.004891625606,638.9569702,0.003768682713,638.9569702,0.005888546351,638.9569702,0.006992341485,638.9569702,0.01510436181,638.9569702,0.006177826319,638.9569702,0.007158417255,638.9569702,0.01585444994,638.9569702,0.007517176215,638.9569702,0.009849540889,638.9569702,0.007821775973,638.9569702,0.005666959099,638.9569702,0.007960748859,638.9569702,0.009908621199,638.9569702,0.01190501638,638.9569702,0.01592498645,
637.9290771,0.0008045299328,637.9290771,0.004421309568,637.9290771,0.0056439857,637.9290771,0.006415830925,637.9290771,0.004525114782,637.9290771,0.00666072173,637.9290771,0.0168558415,637.9290771,0.007213211153,637.9290771,0.008696819656,637.9290771,0.01400959119,637.9290771,0.008951614611,637.9290771,0.01284448337,637.9290771,0.008318271488,637.9290771,0.01093394216,637.9290771,0.0129854735,637.9290771,0.009795366786,637.9290771,0.01368576847,637.9290771,0.0145048108,
637.0478516,-0.0006834210362,637.0478516,0.004292352591,637.0478516,0.006105337292,637.0478516,0.003268386004,637.0478516,0.006869377568,637.0478516,0.006415305659,637.0478516,0.01513038762,637.0478516,0.004072702024,637.0478516,0.005152815022,637.0478516,0.009825683199,637.0478516,0.006772635505,637.0478516,0.008803765289,637.0478516,0.008271517232,637.0478516,0.005670158658,637.0478516,0.007904252969,637.0478516,0.00804430712,637.0478516,0.01768482663,637.0478516,0.01531038526,
636.0194702,0.0008645711932,636.0194702,0.006846235599,636.0194702,0.004285085015,636.0194702,0.007026593201,636.0194702,0.005168558564,636.0194702,0.002392331371,636.0194702,0.013349507,636.0194702,0.00873807352,636.0194702,0.006764485035,636.0194702,0.01462722477,636.0194702,0.0061082514,636.0194702,0.01074919477,636.0194702,0.007223975845,636.0194702,0.007497581188,636.0194702,0.01094490569,636.0194702,0.01032158732,636.0194702,0.01574543118,636.0194702,0.01582290418,
634.9907837,-0.002167038387,634.9907837,0.003747089067,634.9907837,0.003928123042,634.9907837,0.003471243195,634.9907837,0.004781268071,634.9907837,0.004325738642,634.9907837,0.01474943291,634.9907837,0.003199771047,634.9907837,0.006880791392,634.9907837,0.01185449492,634.9907837,0.008736039512,634.9907837,0.01083191112,634.9907837,0.007765877061,634.9907837,0.008482505567,634.9907837,0.01146306004,634.9907837,0.009973484091,634.9907837,0.01470514014,634.9907837,0.01573364809,
633.961792,-0.001087814453,633.961792,0.004403265659,633.961792,0.004863143433,633.961792,0.005767626222,633.961792,0.006643478293,633.961792,0.005005205516,633.961792,0.01571510173,633.961792,0.005970604718,633.961792,0.006673707161,633.961792,0.0130402334,633.961792,0.008229146712,633.961792,0.01050373912,633.961792,0.007236899342,633.961792,0.006547522265,633.961792,0.009079134092,633.961792,0.0103250863,633.961792,0.01489005145,633.961792,0.01284107007,
632.9324951,-0.0006688440917,632.9324951,0.004091071431,632.9324951,0.004162493162,632.9324951,0.006274882704,632.9324951,0.003247390967,632.9324951,0.0008424989064,632.9324951,0.01585383154,632.9324951,0.003440036206,632.9324951,0.006722787395,632.9324951,0.01254340261,632.9324951,0.008475800976,632.9324951,0.01081927866,632.9324951,0.006753968075,632.9324951,0.009596917778,632.9324951,0.01051378995,632.9324951,0.009799046442,632.9324951,0.01284157671,632.9324951,0.01477567852,
632.0499878,-0.0005113608786,632.0499878,0.008084021509,632.0499878,0.005686786491,632.0499878,0.00466497289,632.0499878,0.004589674994,632.0499878,0.005670158658,632.0499878,0.01521587279,632.0499878,0.006557797547,632.0499878,0.007209552452,632.0499878,0.01527815498,632.0499878,0.01192787103,632.0499878,0.01161811873,632.0499878,0.008171587251,632.0499878,0.009678488597,632.0499878,0.01344201155,632.0499878,0.006081054453,632.0499878,0.01105049439,632.0499878,0.01565165631,
631.0201416,-0.0004576815409,631.0201416,0.006148341112,631.0201416,0.005999894347,631.0201416,0.006302433088,631.0201416,0.005739086308,631.0201416,0.006004224997,631.0201416,0.01623946615,631.0201416,0.007933198474,631.0201416,0.006602685899,631.0201416,0.01444320194,631.0201416,0.007897794247,631.0201416,0.01034218445,631.0201416,0.007330111694,631.0201416,0.007398566231,631.0201416,0.01032675616,631.0201416,0.009631032124,631.0201416,0.01509578526,631.0201416,0.01595879532,
629.9899902,0.0005321272183,629.9899902,0.005647421349,629.9899902,0.005908541381,629.9899902,0.003744478105,629.9899902,0.008109366521,629.9899902,0.005488868803,629.9899902,0.01654217951,629.9899902,0.005294553004,629.9899902,0.008833748288,629.9899902,0.0127146272,629.9899902,0.006634541322,629.9899902,0.009443928488,629.9899902,0.009488031268,629.9899902,0.009307838045,629.9899902,0.01046520751,629.9899902,0.01069299784,629.9899902,0.01752456836,629.9899902,0.01569317468,
628.9595337,-0.001042573364,628.9595337,0.005871569738,628.9595337,0.005554175936,628.9595337,0.005405564792,628.9595337,0.006930368487,628.9595337,0.005541721825,628.9595337,0.01763837412,628.9595337,0.006679437589,628.9595337,0.008230888285,628.9595337,0.01433175523,628.9595337,0.008540767245,628.9595337,0.01118200552,628.9595337,0.008713299409,628.9595337,0.01110477187,628.9595337,0.01241123863,628.9595337,0.01101061329,628.9595337,0.01490722317,628.9595337,0.01725769229,
627.928772,-0.001882999088,627.928772,0.0005254145944,627.928772,0.00579524925,627.928772,0.00570532959,627.928772,0.005968609825,627.928772,0.006490106229,627.928772,0.01678566448,627.928772,0.005935123656,627.928772,0.007986797951,627.928772,0.01107125916,627.928772,0.008613214828,627.928772,0.007370919921,627.928772,0.005532572046,627.928772,0.007564771455,627.928772,0.009411759675,627.928772,0.008286002092,627.928772,0.01377503108,627.928772,0.01445088256,
627.0450439,-0.0002681993356,627.0450439,0.004968127701,627.0450439,0.006075725891,627.0450439,0.003758760402,627.0450439,0.006169608328,627.0450439,0.006296024658,627.0450439,0.01816023514,627.0450439,0.007422870025,627.0450439,0.008718026802,627.0450439,0.0127221169,627.0450439,0.008719584905,627.0450439,0.008543143049,627.0450439,0.008531500585,627.0450439,0.007358571514,627.0450439,0.01197313145,627.0450439,0.01125165354,627.0450439,0.01497031841,627.0450439,0.01525455993,
626.0137329,6.298512744E-5,626.0137329,0.006066669244,626.0137329,0.005719020963,626.0137329,0.006765825674,626.0137329,0.006778367329,626.0137329,0.006270312704,626.0137329,0.01463796105,626.0137329,0.006789463572,626.0137329,0.007480778731,626.0137329,0.01195525005,626.0137329,0.008480262011,626.0137329,0.007394985296,626.0137329,0.00766545767,626.0137329,0.006970087066,626.0137329,0.009202672169,626.0137329,0.01000990532,626.0137329,0.01787996665,626.0137329,0.01428400166,
624.9821167,-0.0007946448168,624.9821167,0.006998444442,624.9821167,0.005567862652,624.9821167,0.005345704965,624.9821167,0.004590067547,624.9821167,0.006788043305,624.9821167,0.01308713015,624.9821167,0.005320599768,624.9821167,0.008929999545,624.9821167,0.01317048073,624.9821167,0.008979070932,624.9821167,0.009764999151,624.9821167,0.007295625284,624.9821167,0.0116547849,624.9821167,0.01216063555,624.9821167,0.01081216615,624.9821167,0.0178409908,624.9821167,0.01392236445,
623.9502563,-0.00197685766,623.9502563,0.004820790607,623.9502563,0.004951999057,623.9502563,0.005958375055,623.9502563,0.005112790968,623.9502563,0.00571222743,623.9502563,0.01202180237,623.9502563,0.005624370184,623.9502563,0.005713224411,623.9502563,0.01258688793,623.9502563,0.004307202064,623.9502563,0.008211498149,623.9502563,0.007041825913,623.9502563,0.006566312164,623.9502563,0.01110809203,623.9502563,0.005153574981,623.9502563,0.01271577273,623.9502563,0.009925861843,
623.0655518,0.00133587874,623.0655518,0.004963938612,623.0655518,0.00518951565,623.0655518,0.006245784461,623.0655518,0.00555768935,623.0655518,0.007130260114,623.0655518,0.01612946391,623.0655518,0.005981994793,623.0655518,0.01110020466,623.0655518,0.01345002186,623.0655518,0.009217267856,623.0655518,0.01030308474,623.0655518,0.007791282143,623.0655518,0.01013866346,623.0655518,0.01079441234,623.0655518,0.01144456118,623.0655518,0.01557137165,623.0655518,0.01596857049,
622.0330811,-5.332476576E-6,622.0330811,0.003227935405,622.0330811,0.006985238753,622.0330811,0.005115803331,622.0330811,0.007039852906,622.0330811,0.005995117594,622.0330811,0.01778540574,622.0330811,0.006980609149,622.0330811,0.009302020073,622.0330811,0.01343034394,622.0330811,0.01228870172,622.0330811,0.01293232013,622.0330811,0.007566220127,622.0330811,0.00891287718,622.0330811,0.01123032253,622.0330811,0.009751815349,622.0330811,0.01381965633,622.0330811,0.01552340016,
621.0003662,0.0009945638012,621.0003662,0.004445264582,621.0003662,0.0063472162,621.0003662,0.006530651357,621.0003662,0.004030791577,621.0003662,0.006148288492,621.0003662,0.01682790928,621.0003662,0.007192313671,621.0003662,0.008462814614,621.0003662,0.01048050821,621.0003662,0.008533612825,621.0003662,0.01075458154,621.0003662,0.006008607801,621.0003662,0.01082540955,621.0003662,0.01212283596,621.0003662,0.01111489069,621.0003662,0.01496027131,621.0003662,0.01609832793,
619.9673462,0.001242490136,619.9673462,0.007051060442,619.9673462,0.006823278498,619.9673462,0.007558212616,619.9673462,0.00707652932,619.9673462,0.006929605734,619.9673462,0.01783378981,619.9673462,0.007955845445,619.9673462,0.009937965311,619.9673462,0.01480187196,619.9673462,0.008104487322,619.9673462,0.01330004539,619.9673462,0.01012933627,619.9673462,0.01023448911,619.9673462,0.01227679942,619.9673462,0.01032511238,619.9673462,0.01711156592,619.9673462,0.01628622599,
618.934021,-0.0005920225522,618.934021,0.004599982873,618.934021,0.005520354491,618.934021,0.00887258444,618.934021,0.004765826743,618.934021,0.005433951505,618.934021,0.01838194393,618.934021,0.006468061358,618.934021,0.00821740739,618.934021,0.01184992027,618.934021,0.007727113552,618.934021,0.009206638671,618.934021,0.005952837411,618.934021,0.007678446826,618.934021,0.01199034788,618.934021,0.009601416998,618.934021,0.01486465614,618.934021,0.01481357589,
618.0480957,7.787197683E-5,618.0480957,0.004442988895,618.0480957,0.005386641715,618.0480957,0.003574430011,618.0480957,0.005731191486,618.0480957,0.006256525405,618.0480957,0.01771971583,618.0480957,0.008197675459,618.0480957,0.008816524409,618.0480957,0.010475046,618.0480957,0.008825004101,618.0480957,0.01129447948,618.0480957,0.009948824532,618.0480957,0.01109669916,618.0480957,0.01210904773,618.0480957,0.01313133817,618.0480957,0.01559857838,618.0480957,0.01126060635,
617.0142212,-0.0004751099332,617.0142212,0.004121201579,617.0142212,0.005153653212,617.0142212,0.005077197216,617.0142212,0.006096648052,617.0142212,0.004687397275,617.0142212,0.01691235602,617.0142212,0.00388079416,617.0142212,0.007532531396,617.0142212,0.01160203293,617.0142212,0.00510278577,617.0142212,0.009499963373,617.0142212,0.008017568849,617.0142212,0.007672097068,617.0142212,0.010525777,617.0142212,0.00675430987,617.0142212,0.01189464051,617.0142212,0.01608317718,
615.9801025,-0.0002169220097,615.9801025,0.004959775135,615.9801025,0.0034984597,615.9801025,0.00819693692,615.9801025,0.005221268162,615.9801025,0.005512882955,615.9801025,0.01718241349,615.9801025,0.002948197071,615.9801025,0.00904043857,615.9801025,0.01394981612,615.9801025,0.009912461042,615.9801025,0.01316642482,615.9801025,0.009851924144,615.9801025,0.007718207315,615.9801025,0.01416615024,615.9801025,0.01075301599,615.9801025,0.01385247335,615.9801025,0.01587579399,
614.9456177,0.0004589676682,614.9456177,0.006943440996,614.9456177,0.007540696301,614.9456177,0.005950396881,614.9456177,0.007546728011,614.9456177,0.005054752342,614.9456177,0.01605693437,614.9456177,0.008075081743,614.9456177,0.008747634478,614.9456177,0.01506909169,614.9456177,0.01030992344,614.9456177,0.01257945411,614.9456177,0.008994742297,614.9456177,0.01363795158,614.9456177,0.01218424924,614.9456177,0.01146821585,614.9456177,0.0164358113,614.9456177,0.0162191242,
614.0587769,-0.0004362699983,614.0587769,0.003437166102,614.0587769,0.004524905235,614.0587769,0.006204320583,614.0587769,0.006829431746,614.0587769,0.006581818219,614.0587769,0.01831940562,614.0587769,0.007546280511,614.0587769,0.007295335643,614.0587769,0.01229203027,614.0587769,0.009437525645,614.0587769,0.0107659651,614.0587769,0.009302363731,614.0587769,0.0100353891,614.0587769,0.009887090884,614.0587769,0.01172645111,614.0587769,0.01520512253,614.0587769,0.01467209868,
613.0237427,-0.002325210022,613.0237427,0.006275565363,613.0237427,0.006241976749,613.0237427,0.004989101551,613.0237427,0.005633811001,613.0237427,0.004281241912,613.0237427,0.01953835785,613.0237427,0.006572015118,613.0237427,0.008229911327,613.0237427,0.0139591191,613.0237427,0.01061115693,613.0237427,0.01085125934,613.0237427,0.009712424129,613.0237427,0.006129044108,613.0237427,0.0123708332,613.0237427,0.01019274816,613.0237427,0.01256080158,613.0237427,0.01657584868,
611.9884644,-0.001154479687,611.9884644,0.006268342957,611.9884644,0.005480794702,611.9884644,0.00598380575,611.9884644,0.004403344356,611.9884644,0.004775719717,611.9884644,0.01896956936,611.9884644,0.007195577491,611.9884644,0.009095338173,611.9884644,0.01388946176,611.9884644,0.00981363561,611.9884644,0.01210556086,611.9884644,0.006912430748,611.9884644,0.01022468228,611.9884644,0.01215762738,611.9884644,0.007726059761,611.9884644,0.01687322557,611.9884644,0.01689044945,
610.9529419,-0.001473876531,610.9529419,0.004137116484,610.9529419,0.004169654567,610.9529419,0.005063290242,610.9529419,0.00615561381,610.9529419,0.007181970868,610.9529419,0.0182802286,610.9529419,0.005868106149,610.9529419,0.007301284932,610.9529419,0.01230358798,610.9529419,0.01003136206,610.9529419,0.01007258426,610.9529419,0.008266450837,610.9529419,0.01066816598,610.9529419,0.01198260393,610.9529419,0.01168113668,610.9529419,0.0140249636,610.9529419,0.01523093972,
610.0650635,0.0002530313795,610.0650635,0.007263615727,610.0650635,0.006745817605,610.0650635,0.009258808568,610.0650635,0.007256298326,610.0650635,0.007066425867,610.0650635,0.01963067241,610.0650635,0.008124821819,610.0650635,0.007471297868,610.0650635,0.01378980745,610.0650635,0.009955260903,610.0650635,0.01274181623,610.0650635,0.01155646611,610.0650635,0.00996405445,610.0650635,0.01074160635,610.0650635,0.01230001915,610.0650635,0.01584416628,610.0650635,0.01636648178,
