baseline,,bm3,,dmso_1,,dmso_2,,lauric_1,,lauric_2,,lauric_3,,lauric_4,,lauric_5,,lauric_6,,lauric_7,,lauric_8,,lauric_9,,lauric_10,,lauric_11,,lauric_12,,lauric_13,,lauric_14,,lauric_15,,lauric_16,,lauric_17,,lauric_18,,lauric_19,,lauric_20,,lauric_21,,lauric_22,,lauric_23,,lauric_24,,lauric_25,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
800.0281372,-0.001027388615,800.0281372,-0.001740806503,800.0281372,0.003554672701,800.0281372,0.00880587846,800.0281372,0.002342670923,800.0281372,0.004160036799,800.0281372,0.004882620182,800.0281372,0.009575376287,800.0281372,0.005511388183,800.0281372,0.00481105363,800.0281372,0.00696516782,800.0281372,0.01459796354,800.0281372,0.01002659369,800.0281372,0.004635694902,800.0281372,0.01678472385,800.0281372,0.00886172615,800.0281372,0.008283969946,800.0281372,0.01038187183,800.0281372,0.008971513249,800.0281372,0.01175309904,800.0281372,0.009155716747,800.0281372,0.02842029557,800.0281372,0.01324682683,800.0281372,0.03043391742,800.0281372,0.01181331743,800.0281372,0.01942638122,800.0281372,0.01350040734,800.0281372,0.01085470989,800.0281372,0.01235301513,
799.0550537,0.001296698232,799.0550537,0.00320237875,799.0550537,0.005376210436,799.0550537,0.01164316479,799.0550537,0.004648201168,799.0550537,0.006339257117,799.0550537,0.008103748783,799.0550537,0.008898979053,799.0550537,0.008568514138,799.0550537,0.008176335134,799.0550537,0.007829682902,799.0550537,0.01331485901,799.0550537,0.009219329804,799.0550537,0.01057510916,799.0550537,0.01728767157,799.0550537,0.009735004976,799.0550537,0.005274926778,799.0550537,0.01453695726,799.0550537,0.01025198121,799.0550537,0.01375841163,799.0550537,0.01441181172,799.0550537,0.03173654899,799.0550537,0.01642884873,799.0550537,0.02961805835,799.0550537,0.0213205982,799.0550537,0.01679395139,799.0550537,0.01529821102,799.0550537,0.009636642411,799.0550537,0.01188022085,
797.9424438,-0.0005160665605,797.9424438,0.001908748527,797.9424438,0.003575552255,797.9424438,0.008571365848,797.9424438,0.006767534651,797.9424438,0.003570854198,797.9424438,0.005613068119,797.9424438,0.003881838871,797.9424438,0.005870808847,797.9424438,0.005647027865,797.9424438,0.003753251163,797.9424438,0.01512357965,797.9424438,0.007316606585,797.9424438,0.006180346943,797.9424438,0.01599472761,797.9424438,0.007350673433,797.9424438,0.01010411233,797.9424438,0.0169271864,797.9424438,0.006292610429,797.9424438,0.01124650054,797.9424438,0.01010178123,797.9424438,0.03395946696,797.9424438,0.0163280461,797.9424438,0.0316227749,797.9424438,0.01696311869,797.9424438,0.01564693451,797.9424438,0.01336354855,797.9424438,0.01177304704,797.9424438,0.0134899402,
796.9685059,0.00101412693,796.9685059,0.002864102134,796.9685059,0.004957523663,796.9685059,0.008787704632,796.9685059,0.004300692584,796.9685059,0.004381797276,796.9685059,0.004548290279,796.9685059,0.001911478466,796.9685059,0.006598060019,796.9685059,0.006025169976,796.9685059,0.008729225025,796.9685059,0.01680148579,796.9685059,0.006081054453,796.9685059,0.007375948597,796.9685059,0.01889504865,796.9685059,0.007371709682,796.9685059,0.008076321334,796.9685059,0.01271697227,796.9685059,0.005583254155,796.9685059,0.01203816943,796.9685059,0.01136380062,796.9685059,0.03140258044,796.9685059,0.01549466886,796.9685059,0.0361562036,796.9685059,0.01380666904,796.9685059,0.01777960733,796.9685059,0.01447890326,796.9685059,0.0107087316,796.9685059,0.01081452798,
795.9942017,0.003271228867,795.9942017,0.0001297080744,795.9942017,0.003819081001,795.9942017,0.009601681493,795.9942017,0.008041142486,795.9942017,0.008440167643,795.9942017,0.006896466017,795.9942017,0.006118647754,795.9942017,0.004400441423,795.9942017,0.003478653962,795.9942017,0.006051943172,795.9942017,0.01736779138,795.9942017,0.00561068207,795.9942017,0.007288228255,795.9942017,0.01751287095,795.9942017,0.01095876284,795.9942017,0.008471657522,795.9942017,0.006758280098,795.9942017,0.009701702744,795.9942017,0.01058717817,795.9942017,0.01065081544,795.9942017,0.03396904096,795.9942017,0.01609593816,795.9942017,0.04577015713,795.9942017,0.01189730037,795.9942017,0.02157121338,795.9942017,0.01423205342,795.9942017,0.01126007549,795.9942017,0.01513111126,
795.0194702,-0.002553583821,795.0194702,0.001316560665,795.0194702,0.002155818744,795.0194702,0.006804845762,795.0194702,0.002274956787,795.0194702,0.001954276813,795.0194702,0.005434973631,795.0194702,0.006229030434,795.0194702,0.001185641158,795.0194702,-0.002341379179,795.0194702,0.005508740433,795.0194702,0.008736964315,795.0194702,0.003973863553,795.0194702,0.005363918841,795.0194702,0.02053436637,795.0194702,0.006419351324,795.0194702,0.0112799732,795.0194702,0.008511569351,795.0194702,0.008252969943,795.0194702,0.01109367143,795.0194702,0.01084815431,795.0194702,0.03129710257,795.0194702,0.01515606605,795.0194702,0.04183125868,795.0194702,0.007837774232,795.0194702,0.01472517103,795.0194702,0.01285768114,795.0194702,0.01531421952,795.0194702,0.01373837236,
794.0444336,0.001770450617,794.0444336,0.001861119177,794.0444336,-0.0005561920116,794.0444336,0.008975503035,794.0444336,0.004232279956,794.0444336,0.00499543827,794.0444336,0.008733160794,794.0444336,0.004090679344,794.0444336,0.005685134325,794.0444336,0.006222675554,794.0444336,0.006282866467,794.0444336,0.0187468566,794.0444336,0.007233977783,794.0444336,0.004519046284,794.0444336,0.0318081826,794.0444336,0.0002490426414,794.0444336,0.007742502727,794.0444336,0.01380741689,794.0444336,0.007011597976,794.0444336,0.01307352539,794.0444336,0.01186146494,794.0444336,0.03605353087,794.0444336,0.01813950576,794.0444336,0.04158625752,794.0444336,0.01238263212,794.0444336,0.01468658447,794.0444336,0.01353926305,794.0444336,0.00623832643,794.0444336,0.01289738528,
793.0690308,3.0442965E-5,793.0690308,0.002141822828,793.0690308,0.00532730855,793.0690308,0.008761421777,793.0690308,0.00566514954,793.0690308,0.009276288562,793.0690308,0.001326427329,793.0690308,0.007470981684,793.0690308,0.003972714301,793.0690308,0.007790781558,793.0690308,0.01013929956,793.0690308,0.01628267765,793.0690308,0.008403982967,793.0690308,0.007212158293,793.0690308,0.02050155587,793.0690308,0.0074172616,793.0690308,0.005506853107,793.0690308,0.01425658166,793.0690308,0.01351343933,793.0690308,0.01102800481,793.0690308,0.01570745185,793.0690308,0.03891947865,793.0690308,0.01663151942,793.0690308,0.0382091254,793.0690308,0.01287447941,793.0690308,0.01625438035,793.0690308,0.01474362146,793.0690308,0.01127171144,793.0690308,0.01263181772,
791.9537354,0.001236545271,791.9537354,-0.0009447414195,791.9537354,0.00285763992,791.9537354,0.01083788276,791.9537354,0.003686700249,791.9537354,0.00423873635,791.9537354,0.004814560991,791.9537354,0.005197217688,791.9537354,0.008487996645,791.9537354,0.008177020587,791.9537354,0.00653448794,791.9537354,0.02049376816,791.9537354,0.003766410984,791.9537354,0.00846233964,791.9537354,0.01554682199,791.9537354,0.009864475578,791.9537354,0.008466747589,791.9537354,0.01799518801,791.9537354,0.009627114981,791.9537354,0.01270367205,791.9537354,0.01534358319,791.9537354,0.04190828279,791.9537354,0.0149157159,791.9537354,0.02950716577,791.9537354,0.01409589872,791.9537354,0.01236923505,791.9537354,0.01254825108,791.9537354,0.00802922342,791.9537354,0.01143884752,
