baseline,,bm3,,dmso_1.0,,dmso_2.0,,Palmitic_acid_0.1,,Palmitic_acid_0.2,,Palmitic_acid_0.3,,Palmitic_acid_0.4,,Palmitic_acid_0.5,,Palmitic_acid_0.6,,Palmitic_acid_0.7,,Palmitic_acid_0.8,,Palmitic_acid_0.9,,Palmitic_acid_1.0,,Palmitic_acid_2.0,,Palmitic_acid_3.0,,Palmitic_acid_4.0,,Palmitic_acid_5.0,,Palmitic_acid_6.0,,Palmitic_acid_7.0,,Palmitic_acid_8.0,,Palmitic_acid_9.0,,Palmitic_acid_10.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
773.0608521,0.002901026746,773.0608521,0.006278848276,773.0608521,0.001567139057,773.0608521,0.009682221338,773.0608521,0.006027453579,773.0608521,0.008067197166,773.0608521,0.006255369633,773.0608521,0.01049938984,773.0608521,0.007513515186,773.0608521,0.01263219118,773.0608521,0.01766417362,773.0608521,0.01400247961,773.0608521,0.01476496551,773.0608521,0.01415981166,773.0608521,0.02128555439,773.0608521,0.0303479936,773.0608521,0.02937245183,773.0608521,0.07742211223,773.0608521,0.04583295062,773.0608521,0.05271312594,773.0608521,0.05570907518,773.0608521,0.06250716001,773.0608521,0.06463880092,
771.9370117,-0.0005341131473,771.9370117,0.003541936865,771.9370117,0.00386441825,771.9370117,0.009611737914,771.9370117,0.006001915317,771.9370117,0.001589819789,771.9370117,0.006024566013,771.9370117,0.004428631626,771.9370117,0.008975370787,771.9370117,0.0107256854,771.9370117,0.01449514925,771.9370117,0.01345893927,771.9370117,0.01409183443,771.9370117,0.0137607092,771.9370117,0.0201048553,771.9370117,0.02868129127,771.9370117,0.02464873716,771.9370117,0.0678280443,771.9370117,0.03962342441,771.9370117,0.05091742426,771.9370117,0.05104918033,771.9370117,0.05719075352,771.9370117,0.07272938639,
770.9532471,-0.0009029986104,770.9532471,0.002356256824,770.9532471,0.003849139903,770.9532471,0.008406384848,770.9532471,0.006480410695,770.9532471,0.001298204181,770.9532471,0.006893204991,770.9532471,0.005204501096,770.9532471,0.005911270157,770.9532471,0.008550059982,770.9532471,0.01116774231,770.9532471,0.01399253402,770.9532471,0.01414044946,770.9532471,0.01323311031,770.9532471,0.0171302259,770.9532471,0.02782905474,770.9532471,0.0280054193,770.9532471,0.07057064772,770.9532471,0.04776371643,770.9532471,0.04796744883,770.9532471,0.04963554069,770.9532471,0.06063218787,770.9532471,0.06717697531,
769.9690552,-0.000899692066,769.9690552,-0.001141054556,769.9690552,0.002577020088,769.9690552,0.01056569349,769.9690552,0.01133133098,769.9690552,0.004266027361,769.9690552,0.004092639312,769.9690552,0.007942662574,769.9690552,0.007317001466,769.9690552,0.00922477711,769.9690552,0.01070313342,769.9690552,0.01117316075,769.9690552,0.01394984312,769.9690552,0.01420509163,769.9690552,0.01656952873,769.9690552,0.03002504632,769.9690552,0.03084722906,769.9690552,0.06911243498,769.9690552,0.03963984549,769.9690552,0.05080747604,769.9690552,0.04931817949,769.9690552,0.06228528917,769.9690552,0.06191890314,
768.9845581,-0.003883496625,768.9845581,0.0009711617022,768.9845581,-0.0008433737676,768.9845581,0.00760568073,768.9845581,0.003703878727,768.9845581,0.005402105395,768.9845581,0.007054402027,768.9845581,0.008623274975,768.9845581,0.005069208797,768.9845581,0.007416260894,768.9845581,0.007411731873,768.9845581,0.01139946282,768.9845581,0.00876012817,768.9845581,0.01370388083,768.9845581,0.01884905994,768.9845581,0.02578264289,768.9845581,0.02635421418,768.9845581,0.07636404037,768.9845581,0.04302490875,768.9845581,0.05466724932,768.9845581,0.04949527979,768.9845581,0.05826695636,768.9845581,0.06497697532,
767.9996948,-0.001042315154,767.9996948,0.004038002808,767.9996948,0.002366771689,767.9996948,0.009305378422,767.9996948,0.004030739423,767.9996948,0.00316425506,767.9996948,0.005363971461,767.9996948,0.007406623568,767.9996948,0.006838819478,767.9996948,0.009571274742,767.9996948,0.01141346712,767.9996948,0.01228478737,767.9996948,0.01370275859,767.9996948,0.01283451077,767.9996948,0.01910377108,767.9996948,0.02644667029,767.9996948,0.02840296738,767.9996948,0.07100789994,767.9996948,0.04482801259,767.9996948,0.05917163938,767.9996948,0.05025266111,767.9996948,0.06177091599,767.9996948,0.07155552506,
767.0144653,0.0008117655525,767.0144653,0.003350368002,767.0144653,0.006324180402,767.0144653,0.009889076464,767.0144653,0.00688810274,767.0144653,0.006179139484,767.0144653,0.004783099983,767.0144653,0.006494967267,767.0144653,0.009269412607,767.0144653,0.01138521824,767.0144653,0.0120169064,767.0144653,0.01469244808,767.0144653,0.01900610328,767.0144653,0.01307838038,767.0144653,0.02101084217,767.0144653,0.02948899008,767.0144653,0.02994297631,767.0144653,0.07072467357,767.0144653,0.04294468462,767.0144653,0.05482792854,767.0144653,0.05091067404,767.0144653,0.06219214201,767.0144653,0.06970587373,
766.0288696,0.0003377101675,766.0288696,0.005185140762,766.0288696,0.00485390285,766.0288696,0.01051559392,766.0288696,0.007993021049,766.0288696,0.006218973082,766.0288696,0.007831922732,766.0288696,0.006304350216,766.0288696,0.00871858187,766.0288696,0.01296488289,766.0288696,0.01409287751,766.0288696,0.01446916163,766.0288696,0.01623962633,766.0288696,0.02051308937,766.0288696,0.02070377581,766.0288696,0.02756435052,766.0288696,0.0302128531,766.0288696,0.068338193,766.0288696,0.04919216782,766.0288696,0.05275708809,766.0288696,0.04987421259,766.0288696,0.06396216154,766.0288696,0.06652518362,
765.0429077,-0.002271754202,765.0429077,0.00513165025,765.0429077,0.008409393951,765.0429077,0.006449485663,765.0429077,0.008158213459,765.0429077,0.004679887556,765.0429077,0.004169079475,765.0429077,0.005004682112,765.0429077,0.007018227596,765.0429077,0.01008757949,765.0429077,0.01226066239,765.0429077,0.01365918759,765.0429077,0.01579721272,765.0429077,0.01526233554,765.0429077,0.02172592282,765.0429077,0.03043619357,765.0429077,0.02890705504,765.0429077,0.06052323431,765.0429077,0.04450103268,765.0429077,0.05084935203,765.0429077,0.05208261311,765.0429077,0.06379399449,765.0429077,0.06714615226,
764.0565796,0.002057702048,764.0565796,0.004183349665,764.0565796,0.003940766212,764.0565796,0.01074020006,764.0565796,0.008680498227,764.0565796,0.00740069896,764.0565796,0.008002170362,764.0565796,0.007270801812,764.0565796,0.007148785517,764.0565796,0.01224167831,764.0565796,0.01269858051,764.0565796,0.01436771452,764.0565796,0.01666646078,764.0565796,0.0146020595,764.0565796,0.0212448854,764.0565796,0.03208295628,764.0565796,0.03233478591,764.0565796,0.07289680094,764.0565796,0.04857681319,764.0565796,0.05164300278,764.0565796,0.0561694093,764.0565796,0.06311264634,764.0565796,0.06893831491,
763.0698853,0.001400304493,763.0698853,0.005315699615,763.0698853,0.008136585355,763.0698853,0.01177161094,763.0698853,0.007838591002,763.0698853,0.008520466276,763.0698853,0.008497420698,763.0698853,0.00992445834,763.0698853,0.009307018481,763.0698853,0.01270380523,763.0698853,0.01384434849,763.0698853,0.01435334701,763.0698853,0.0125188902,763.0698853,0.01647277921,763.0698853,0.02161787078,763.0698853,0.03437883779,763.0698853,0.03164187446,763.0698853,0.07612871379,763.0698853,0.04670446366,763.0698853,0.05045608059,763.0698853,0.05378343537,763.0698853,0.06296671182,763.0698853,0.06946695596,
761.9417725,-0.001842532074,761.9417725,-0.001885112491,761.9417725,0.00456565991,761.9417725,0.008529864252,761.9417725,0.002827779856,761.9417725,0.004041007254,761.9417725,0.007510091178,761.9417725,0.008244949393,761.9417725,0.0065165665,761.9417725,0.01306402776,761.9417725,0.0132719148,761.9417725,0.0135648204,761.9417725,0.01458088402,761.9417725,0.01457309444,761.9417725,0.02022503503,761.9417725,0.03192144632,761.9417725,0.0298644416,761.9417725,0.06400868297,761.9417725,0.04239182547,761.9417725,0.05500467867,761.9417725,0.05392860621,761.9417725,0.06302740425,761.9417725,0.06368181109,
760.9543457,0.0007822791813,760.9543457,0.003586827544,760.9543457,0.009240880609,760.9543457,0.0134929847,760.9543457,0.01003432926,760.9543457,0.006350656971,760.9543457,0.0116008902,760.9543457,0.00874570664,760.9543457,0.008468516171,760.9543457,0.01264948677,760.9543457,0.01119300164,760.9543457,0.01568539068,760.9543457,0.01861160249,760.9543457,0.01579015143,760.9543457,0.02128454857,760.9543457,0.03477017954,760.9543457,0.02930789441,760.9543457,0.07831626385,760.9543457,0.04441884533,760.9543457,0.05263664946,760.9543457,0.0523035638,760.9543457,0.06185749918,760.9543457,0.07014852762,
