baseline,,bm3,,dmso_1.0.,,dmso_2.0,,Arachadonic_Acid_0.5,,Arachadonic_Acid_1.0,,Arachadonic_Acid_1.5,,Arachadonic_Acid_2.0,,Arachadonic_Acid_2.5,,Arachadonic_Acid_3.0,,Arachadonic_Acid_3.5,,Arachadonic_Acid_4.0,,Arachadonic_Acid_5.0,,Arachadonic_Acid_6.0,,Arachadonic_Acid_7.0,,Arachadonic_Acid_8.0,,Arachadonic_Acid_9.0,,Arachadonic_Acid_10.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
696.0197754,0.0007494756137,696.0197754,0.001212273608,696.0197754,0.003188949078,696.0197754,0.004218713846,696.0197754,0.005990524311,696.0197754,0.005346963182,696.0197754,0.009396470152,696.0197754,0.003966392484,696.0197754,0.002819728805,696.0197754,0.011032518,696.0197754,0.02971927822,696.0197754,0.01425767876,696.0197754,0.01099635568,696.0197754,0.01380958129,696.0197754,0.01462398563,696.0197754,0.01846369728,696.0197754,0.02362349443,696.0197754,0.03460593149,
695.0095825,-0.001251283684,695.0095825,0.003128429176,695.0095825,0.003578762524,695.0095825,0.007874043658,695.0095825,0.003392864717,695.0095825,0.00562250847,695.0095825,0.006976084318,695.0095825,0.006734749302,695.0095825,0.006231393665,695.0095825,0.01103804074,695.0095825,0.03089472838,695.0095825,0.010883932,695.0095825,0.01080563758,695.0095825,0.01494923234,695.0095825,0.01669865847,695.0095825,0.01911364309,695.0095825,0.02342502028,695.0095825,0.03191701695,
693.9990845,-0.001032708562,693.9990845,0.004180291668,693.9990845,0.004272170831,693.9990845,0.004496342968,693.9990845,0.006213169545,693.9990845,0.005335642025,693.9990845,0.00841263961,693.9990845,0.00792244263,693.9990845,0.004457922187,693.9990845,0.007224318106,693.9990845,0.02961977571,693.9990845,0.01351167634,693.9990845,0.006894520018,693.9990845,0.01301043853,693.9990845,0.01443881355,693.9990845,0.01859023049,693.9990845,0.02307087183,693.9990845,0.03756018355,
692.9882202,0.001221982064,692.9882202,0.003336516209,692.9882202,0.00480327988,692.9882202,0.004767187405,692.9882202,0.004058147781,692.9882202,0.00349952979,692.9882202,0.007015017793,692.9882202,0.006742400117,692.9882202,0.006053308025,692.9882202,0.008664627559,692.9882202,0.02834029496,692.9882202,0.01585313305,692.9882202,0.01077169646,692.9882202,0.01343563013,692.9882202,0.01636723429,692.9882202,0.01807902567,692.9882202,0.02369120345,692.9882202,0.0343000032,
691.9770508,-0.001607903629,691.9770508,0.003053788096,691.9770508,0.003027120838,691.9770508,0.005172959529,691.9770508,0.004972578958,691.9770508,0.005295679439,691.9770508,0.006231026258,691.9770508,0.004573350772,691.9770508,0.006168321706,691.9770508,0.006519746035,691.9770508,0.02735913172,691.9770508,0.01288122591,691.9770508,0.009314529598,691.9770508,0.01135511231,691.9770508,0.01553823613,691.9770508,0.01750580966,691.9770508,0.02493494377,691.9770508,0.03335683793,
690.9655762,-0.0005262534251,690.9655762,0.002892766148,690.9655762,0.0034178067,690.9655762,0.005764530506,690.9655762,0.006460257806,690.9655762,0.004872122314,690.9655762,0.00198805565,690.9655762,0.007154943421,690.9655762,0.005562540144,690.9655762,0.00785266608,690.9655762,0.02804970928,690.9655762,0.01074577216,690.9655762,0.0121707255,690.9655762,0.008380178362,690.9655762,0.01621589996,690.9655762,0.02033960447,690.9655762,0.02465254441,690.9655762,0.03817006201,
689.9537354,-0.002604071517,689.9537354,0.003540997393,689.9537354,0.004516508896,689.9537354,0.004454993177,689.9537354,0.005577013362,689.9537354,0.004670860246,689.9537354,0.004857018124,689.9537354,0.004453345668,689.9537354,0.006844131742,689.9537354,0.006632202305,689.9537354,0.02776919678,689.9537354,0.01479153335,689.9537354,0.009448927827,689.9537354,0.01252096798,689.9537354,0.01436640415,689.9537354,0.01942822151,689.9537354,0.02274565212,689.9537354,0.03789773956,
688.9415894,-0.001629205886,688.9415894,0.003112394363,688.9415894,-0.0001545635023,688.9415894,0.00444500288,688.9415894,0.007073792629,688.9415894,0.004354447126,688.9415894,0.007019542623,688.9415894,0.007025830448,688.9415894,0.007564876694,688.9415894,0.007578890305,688.9415894,0.02845583856,688.9415894,0.01423325669,688.9415894,0.008439429104,688.9415894,0.008601781912,688.9415894,0.01471277233,688.9415894,0.01777785458,688.9415894,0.02338049002,688.9415894,0.03880010173,
687.9291382,-0.002574788406,687.9291382,0.001798288547,687.9291382,0.001062753377,687.9291382,0.001946892124,687.9291382,-0.0005395941553,687.9291382,0.002708516084,687.9291382,0.002726203064,687.9291382,0.001881501405,687.9291382,0.003422685666,687.9291382,0.007368023507,687.9291382,0.02576198615,687.9291382,0.01066309866,687.9291382,0.01005395968,687.9291382,0.01117921621,687.9291382,0.01341048069,687.9291382,0.01588903181,687.9291382,0.0212549977,687.9291382,0.03604540229,
687.0610352,0.002057858044,687.0610352,0.006820175797,687.0610352,0.006575642154,687.0610352,0.006850469392,687.0610352,0.01034780499,687.0610352,0.008227827959,687.0610352,0.005457359366,687.0610352,0.008314181119,687.0610352,0.009398295544,687.0610352,0.0118291704,687.0610352,0.03191356361,687.0610352,0.01266840938,687.0610352,0.01378211193,687.0610352,0.01622111164,687.0610352,0.01825147495,687.0610352,0.02156563476,687.0610352,0.02787142061,687.0610352,0.04326108471,
686.0479736,0.002296633553,686.0479736,0.005819227546,686.0479736,0.006995050702,686.0479736,0.003299841424,686.0479736,0.00781181315,686.0479736,0.006674706005,686.0479736,0.006701046135,686.0479736,0.006377450656,686.0479736,0.008895544335,686.0479736,0.009503085166,686.0479736,0.03181210905,686.0479736,0.0180434864,686.0479736,0.01225517783,686.0479736,0.01377294678,686.0479736,0.01592973992,686.0479736,0.02123662084,686.0479736,0.02587297,686.0479736,0.03910403326,
685.0345459,-0.001282669255,685.0345459,0.007015044335,685.0345459,0.00347847119,685.0345459,0.007871697657,685.0345459,0.006392240059,685.0345459,0.007760395762,685.0345459,0.007739498746,685.0345459,0.009360390715,685.0345459,0.00766305998,685.0345459,0.01126762014,685.0345459,0.02889391407,685.0345459,0.01488399692,685.0345459,0.01401892118,685.0345459,0.01400659606,685.0345459,0.01683573984,685.0345459,0.02495854907,685.0345459,0.02877664939,685.0345459,0.03823917359,
684.020813,-0.002214171458,684.020813,0.00172993145,684.020813,0.0002659820893,684.020813,0.003458640072,684.020813,0.001704488648,684.020813,0.004198509268,684.020813,0.005106033757,684.020813,0.008350041695,684.020813,0.003378124908,684.020813,0.008409552276,684.020813,0.02578860335,684.020813,0.01249760296,684.020813,0.00841725897,684.020813,0.009650458582,684.020813,0.01045852527,684.020813,0.01576003432,684.020813,0.02157439478,684.020813,0.0375116393,
683.0067749,-0.001214423217,683.0067749,0.002599102678,683.0067749,0.004521792755,683.0067749,0.004740336444,683.0067749,0.003202352673,683.0067749,0.006239875685,683.0067749,0.004769071937,683.0067749,0.007222554646,683.0067749,0.007770726457,683.0067749,0.007375079673,683.0067749,0.02532777004,683.0067749,0.01298128534,683.0067749,0.009848322719,683.0067749,0.01077665947,683.0067749,0.01477516908,683.0067749,0.01961166225,683.0067749,0.02190048061,683.0067749,0.03829184175,
681.9924316,-0.00172105676,681.9924316,0.003934104927,681.9924316,0.003653833177,681.9924316,0.005184852984,681.9924316,0.006468219217,681.9924316,0.006565786898,681.9924316,0.00716097001,681.9924316,0.006243053358,681.9924316,0.004758393858,681.9924316,0.01077090111,681.9924316,0.03072043508,681.9924316,0.01408365183,681.9924316,0.01218805648,681.9924316,0.01219319459,681.9924316,0.01313971635,681.9924316,0.01941980235,681.9924316,0.02087428421,681.9924316,0.03896092996,
680.9777222,-8.334482118E-5,680.9777222,0.002541711321,680.9777222,0.004519177135,680.9777222,0.005913421977,680.9777222,0.006132535636,680.9777222,0.005211940967,680.9777222,0.00743869599,680.9777222,0.008283706382,680.9777222,0.006966483314,680.9777222,0.01086675934,680.9777222,0.02950517088,680.9777222,0.01699302532,680.9777222,0.01199114602,680.9777222,0.01362868212,680.9777222,0.01695041545,680.9777222,0.02019213885,680.9777222,0.02219182998,680.9777222,0.03882582858,
679.9627075,0.001146448194,679.9627075,0.003836604301,679.9627075,0.005413873587,679.9627075,0.004119581077,679.9627075,0.007260194048,679.9627075,0.006702465937,679.9627075,0.007379476912,679.9627075,0.009245269932,679.9627075,0.007644564845,679.9627075,0.009568125941,679.9627075,0.02559048124,679.9627075,0.01478157006,679.9627075,0.01166877151,679.9627075,0.01416804921,679.9627075,0.01604256406,679.9627075,0.02300566062,679.9627075,0.02571142092,679.9627075,0.03776666522,
678.9473877,0.001375296502,678.9473877,0.00505854981,678.9473877,0.005421343725,678.9473877,0.008524557576,678.9473877,0.008395379409,678.9473877,0.007603599224,678.9473877,0.01365467347,678.9473877,0.01115690544,678.9473877,0.008840511553,678.9473877,0.01115225814,678.9473877,0.03078792617,678.9473877,0.01848695241,678.9473877,0.01356228348,678.9473877,0.01384616643,678.9473877,0.01653975993,678.9473877,0.02335677855,678.9473877,0.02812531963,678.9473877,0.03103422374,
677.9317017,0.001445857459,677.9317017,0.002379889833,677.9317017,0.003467068309,677.9317017,0.004163878504,677.9317017,0.006656515878,677.9317017,0.006190639921,677.9317017,0.007714755367,677.9317017,0.006780891679,677.9317017,0.01048148982,677.9317017,0.009803866036,677.9317017,0.03519196436,677.9317017,0.01491810009,677.9317017,0.01013193373,677.9317017,0.01386097167,677.9317017,0.01350556128,677.9317017,0.02014533617,677.9317017,0.02828539535,677.9317017,0.0353481248,
677.0609131,0.0003042407916,677.0609131,0.005189542193,677.0609131,0.004198639654,677.0609131,0.004323542584,677.0609131,0.007042746991,677.0609131,0.005962810013,677.0609131,0.003328351537,677.0609131,0.007424739655,677.0609131,0.007334455848,677.0609131,0.01088565774,677.0609131,0.02520745993,677.0609131,0.0149354348,677.0609131,0.01072019339,677.0609131,0.01459429599,677.0609131,0.01525053848,677.0609131,0.02080584504,677.0609131,0.02385922521,677.0609131,0.04062567651,
676.0446777,0.0009448553901,676.0446777,0.002810427453,676.0446777,0.005096080713,676.0446777,0.008058230393,676.0446777,0.007856014185,676.0446777,0.008348511532,676.0446777,0.007362283766,676.0446777,0.009656334296,676.0446777,0.008983008564,676.0446777,0.01169828791,676.0446777,0.03095337749,676.0446777,0.01652994379,676.0446777,0.006330799311,676.0446777,0.01562463399,676.0446777,0.01688638516,676.0446777,0.01909084059,676.0446777,0.02576080523,676.0446777,0.04102445394,
675.0280762,0.0007709985948,675.0280762,0.005031575914,675.0280762,0.006523319986,675.0280762,-0.0002663366904,675.0280762,0.00829154253,675.0280762,0.006139493082,675.0280762,0.009815569036,675.0280762,0.009295302443,675.0280762,0.009433822706,675.0280762,0.01242311858,675.0280762,0.03052421845,675.0280762,0.0171148777,675.0280762,0.01300118305,675.0280762,0.01637524553,675.0280762,0.01861514337,675.0280762,0.0220957268,675.0280762,0.03352659941,675.0280762,0.0450306274,
674.0111694,-0.0007130904123,674.0111694,0.004555117805,674.0111694,0.004743895493,674.0111694,0.006366627757,674.0111694,0.007367207669,674.0111694,0.007021226455,674.0111694,0.006247832906,674.0111694,0.006240479648,674.0111694,0.008372710086,674.0111694,0.01064275112,674.0111694,0.03207420558,674.0111694,0.01503178757,674.0111694,0.01283701696,674.0111694,0.01563252322,674.0111694,0.01572479121,674.0111694,0.02091315202,674.0111694,0.02448728494,674.0111694,0.04220275953,
672.9939575,-0.001104597934,672.9939575,0.00396759389,672.9939575,0.005242961459,672.9939575,0.004193072673,672.9939575,0.006947307847,672.9939575,0.009257539175,672.9939575,0.008587524295,672.9939575,0.008979150094,672.9939575,0.00878453441,672.9939575,0.01201895531,672.9939575,0.02710212581,672.9939575,0.01453802735,672.9939575,0.01287989318,672.9939575,0.01401900128,672.9939575,0.02016016841,672.9939575,0.02279396541,672.9939575,0.02865673602,672.9939575,0.0395780243,
671.9764404,0.001234494499,671.9764404,0.004156612791,671.9764404,0.004682634957,671.9764404,0.006854571868,671.9764404,0.006414359901,671.9764404,0.008858053014,671.9764404,0.007596249692,671.9764404,0.01016704366,671.9764404,0.009643762372,671.9764404,0.0122967707,671.9764404,0.03073207662,671.9764404,0.01568727009,671.9764404,0.0142009994,671.9764404,0.0158234667,671.9764404,0.01958049089,671.9764404,0.01878629066,671.9764404,0.03231936321,671.9764404,0.0410932228,
670.9586182,0.0001515370095,670.9586182,0.006465381477,670.9586182,0.004686507862,670.9586182,0.01060248259,670.9586182,0.008213740773,670.9586182,0.004461845383,670.9586182,0.006404744927,670.9586182,0.01052896027,670.9586182,0.01021620166,670.9586182,0.01260828599,670.9586182,0.02836027369,670.9586182,0.01724435948,670.9586182,0.01473826542,670.9586182,0.01779441349,670.9586182,0.01862822101,670.9586182,0.01444807276,670.9586182,0.02796022408,670.9586182,0.0421551764,
669.9404297,-0.003055265406,669.9404297,0.004935032688,669.9404297,0.004184865858,669.9404297,0.005070754327,669.9404297,0.007543830667,669.9404297,0.006750734057,669.9404297,0.006836926565,669.9404297,0.008775316179,669.9404297,0.006383439992,669.9404297,0.01246709935,669.9404297,0.02572270855,669.9404297,0.01659265719,669.9404297,0.009938230738,669.9404297,0.01441702992,669.9404297,0.01707228273,669.9404297,0.01857256144,669.9404297,0.02761300839,669.9404297,0.03505275771,
669.0675049,-0.0001257358381,669.0675049,0.0005263994099,669.0675049,0.004100975115,669.0675049,0.008366165683,669.0675049,0.008973548189,669.0675049,0.01065044384,669.0675049,0.009641803801,669.0675049,0.009748903103,669.0675049,0.00854966417,669.0675049,0.01253815368,669.0675049,0.03203267977,669.0675049,0.01622758806,669.0675049,0.0152617991,669.0675049,0.01649738103,669.0675049,0.01939617097,669.0675049,0.02107844315,669.0675049,0.0275237225,669.0675049,0.04275443777,
668.0487671,0.000639750855,668.0487671,0.006315355189,668.0487671,0.007720236201,668.0487671,0.00500819087,668.0487671,0.009440674447,668.0487671,0.009655063972,668.0487671,0.01089643408,668.0487671,0.009044799022,668.0487671,0.01020859554,668.0487671,0.01816906035,668.0487671,0.0322298035,668.0487671,0.01810196415,668.0487671,0.01481553167,668.0487671,0.01790392026,668.0487671,0.01855489239,668.0487671,0.01829248667,668.0487671,0.0288889613,668.0487671,0.04328136146,
667.0296631,-0.004210738,667.0296631,0.004565006122,667.0296631,0.002816862892,667.0296631,0.004405044019,667.0296631,0.003742310917,667.0296631,0.007186945062,667.0296631,0.006183839403,667.0296631,0.007848106325,667.0296631,0.009038984776,667.0296631,0.008300118148,667.0296631,0.02433758415,667.0296631,0.01611675695,667.0296631,0.01234268211,667.0296631,0.01109372452,667.0296631,0.01347883232,667.0296631,0.01624607667,667.0296631,0.02818950824,667.0296631,0.04122373834,
666.0103149,-0.001677738153,666.0103149,0.003274619579,666.0103149,0.006110535469,666.0103149,0.006162519101,666.0103149,0.007678315043,666.0103149,0.008324630558,666.0103149,0.008675322868,666.0103149,0.010321985,666.0103149,0.01002961397,666.0103149,0.01279563922,666.0103149,0.02822044678,666.0103149,0.0170571506,666.0103149,0.01225714758,666.0103149,0.01485672779,666.0103149,0.01625403017,666.0103149,0.02018918283,666.0103149,0.02622633241,666.0103149,0.04192022607,
664.9906006,0.003553550458,664.9906006,0.006751417648,664.9906006,0.008343682624,664.9906006,0.007929138839,664.9906006,0.008726583794,664.9906006,0.009295990691,664.9906006,0.01178456377,664.9906006,0.01303055044,664.9906006,0.01427487936,664.9906006,0.01380918082,664.9906006,0.03392825648,664.9906006,0.01865942962,664.9906006,0.01478564087,664.9906006,0.01884214021,664.9906006,0.02042438462,664.9906006,0.02266409993,664.9906006,0.02892360091,664.9906006,0.04422955588,
663.9705811,-0.001657882356,663.9705811,0.003534785938,663.9705811,0.003882674733,663.9705811,0.00548653584,663.9705811,0.009660622105,663.9705811,0.00652812887,663.9705811,0.009410780855,663.9705811,0.01107827015,663.9705811,0.01398959383,663.9705811,0.01429274958,663.9705811,0.03479903936,663.9705811,0.01829899289,663.9705811,0.01378200483,663.9705811,0.01740233228,663.9705811,0.01911023445,663.9705811,0.02258547954,663.9705811,0.02694546059,663.9705811,0.04139335454,
662.9502563,0.002004647162,662.9502563,0.008099608123,662.9502563,0.009272956289,662.9502563,0.01137671527,662.9502563,0.01213380229,662.9502563,0.01303969976,662.9502563,0.01551806182,662.9502563,0.01416930556,662.9502563,0.01855235361,662.9502563,0.01730488427,662.9502563,0.03328858316,662.9502563,0.02257511765,662.9502563,0.01936233789,662.9502563,0.02239933424,662.9502563,0.02040460519,662.9502563,0.0213514585,662.9502563,0.03019453771,662.9502563,0.0475101769,
661.9296265,-0.0005712381098,661.9296265,0.005560337566,661.9296265,0.005214089528,661.9296265,0.007706376258,661.9296265,0.006536195986,661.9296265,0.00814222917,661.9296265,0.009850785136,661.9296265,0.01095302869,661.9296265,0.01233698241,661.9296265,0.01553262956,661.9296265,0.02870017849,661.9296265,0.01882486604,661.9296265,0.01710817218,661.9296265,0.01898187213,661.9296265,0.02178489976,661.9296265,0.02317027561,661.9296265,0.02394351922,661.9296265,0.04316841066,
661.0545654,-0.0003901850723,661.0545654,0.007493498735,661.0545654,0.007011229638,661.0545654,0.008653483354,661.0545654,0.01454225741,661.0545654,0.01162593532,661.0545654,0.01261612121,661.0545654,0.01129137073,661.0545654,0.01731299423,661.0545654,0.0151776718,661.0545654,0.03498734906,661.0545654,0.02101738937,661.0545654,0.0177651532,661.0545654,0.02002962492,661.0545654,0.02075908333,661.0545654,0.02669502981,661.0545654,0.02944671549,661.0545654,0.04460870847,
660.0333252,0.0002843727998,660.0333252,0.005421972834,660.0333252,0.007239952683,660.0333252,0.008598059416,660.0333252,0.007894630544,660.0333252,0.009015726857,660.0333252,0.0136021059,660.0333252,0.01238929108,660.0333252,0.01636382192,660.0333252,0.0201697126,660.0333252,0.03566004708,660.0333252,0.02132021822,660.0333252,0.01768501475,660.0333252,0.02107947692,660.0333252,0.02266074531,660.0333252,0.02349750698,660.0333252,0.03231250495,660.0333252,0.04605938122,
659.0118408,-0.001254329341,659.0118408,0.006636959501,659.0118408,0.008235214278,659.0118408,0.008637085557,659.0118408,0.01047074981,659.0118408,0.00922110118,659.0118408,0.01289317198,659.0118408,0.01326014474,659.0118408,0.01438791677,659.0118408,0.01524600759,659.0118408,0.02761273086,659.0118408,0.01884527504,659.0118408,0.01843547262,659.0118408,0.02065621316,659.0118408,0.02298603766,659.0118408,0.02610140294,659.0118408,0.03002857044,659.0118408,0.04538412765,
657.9899902,-0.0001776449499,657.9899902,0.007247322705,657.9899902,0.007513752207,657.9899902,0.00839442946,657.9899902,0.01137583796,657.9899902,0.01238822564,657.9899902,0.01445553917,657.9899902,0.01470147166,657.9899902,0.01832218654,657.9899902,0.01945580728,657.9899902,0.03395747766,657.9899902,0.02397218533,657.9899902,0.0213508606,657.9899902,0.0211551059,657.9899902,0.02271559462,657.9899902,0.02521418035,657.9899902,0.03469800204,657.9899902,0.04802495241,
656.9678345,0.0002804873511,656.9678345,0.00752715813,656.9678345,0.008525297046,656.9678345,0.00944400765,656.9678345,0.01305154338,656.9678345,0.01450748742,656.9678345,0.01470024046,656.9678345,0.01577417925,656.9678345,0.0198220294,656.9678345,0.02060566843,656.9678345,0.03771567345,656.9678345,0.02490459569,656.9678345,0.01849351637,656.9678345,0.02269944735,656.9678345,0.02493779548,656.9678345,0.02242032252,656.9678345,0.02939848974,656.9678345,0.04876708239,
655.9453735,-0.004770579282,655.9453735,0.001803227351,655.9453735,0.006461571436,655.9453735,0.007202315144,655.9453735,0.008225822821,655.9453735,0.0111346757,655.9453735,0.01448465697,655.9453735,0.01308734436,655.9453735,0.01682726294,655.9453735,0.01617785171,655.9453735,0.03549110889,655.9453735,0.02081564814,655.9453735,0.01721570268,655.9453735,0.0204130169,655.9453735,0.02211955935,655.9453735,0.02805037238,655.9453735,0.03432020172,655.9453735,0.04497285932,
655.0687256,-0.0002112816437,655.0687256,0.002062851796,655.0687256,0.005621301942,655.0687256,0.007040536962,655.0687256,0.009395571426,655.0687256,0.01029974502,655.0687256,0.01355253533,655.0687256,0.01371320523,655.0687256,0.0149206724,655.0687256,0.02251420729,655.0687256,0.0346990414,655.0687256,0.02086600102,655.0687256,0.02188324742,655.0687256,0.01968998834,655.0687256,0.02230675519,655.0687256,0.01482455805,655.0687256,0.03172187507,655.0687256,0.04705604166,
654.0456543,-0.0007279759739,654.0456543,0.005859657656,654.0456543,0.008045889437,654.0456543,0.00884288922,654.0456543,0.01167483442,654.0456543,0.01117701177,654.0456543,0.01443961635,654.0456543,0.01510621142,654.0456543,0.01644097269,654.0456543,0.01555186603,654.0456543,0.03782303259,654.0456543,0.02312014811,654.0456543,0.01692366041,654.0456543,0.02340095118,654.0456543,0.02456597611,654.0456543,0.02695157565,654.0456543,0.0306645669,654.0456543,0.04809406027,
653.0223389,0.002460454591,653.0223389,0.008390365168,653.0223389,0.007883691229,653.0223389,0.009577255696,653.0223389,0.01229141839,653.0223389,0.01377153117,653.0223389,0.01537158061,653.0223389,0.01521474682,653.0223389,0.01906333305,653.0223389,0.02081013471,653.0223389,0.03606598824,653.0223389,0.02307603136,653.0223389,0.02133881487,653.0223389,0.0216482617,653.0223389,0.02380671911,653.0223389,0.01930060424,653.0223389,0.03663259372,653.0223389,0.04827234149,
651.9986572,-0.0003980472684,651.9986572,0.006996155716,651.9986572,0.008325422183,651.9986572,0.009968345053,651.9986572,0.01282048691,651.9986572,0.01380896661,651.9986572,0.0152833024,651.9986572,0.01665922441,651.9986572,0.02086002566,651.9986572,0.01872112602,651.9986572,0.03443829715,651.9986572,0.02324818261,651.9986572,0.0212387424,651.9986572,0.02404435351,651.9986572,0.02431929484,651.9986572,0.0275026802,651.9986572,0.04114290699,651.9986572,0.04901501164,
650.9747314,0.001555526396,650.9747314,0.007590585854,650.9747314,0.008716653101,650.9747314,0.01134830993,650.9747314,0.01288029272,650.9747314,0.01292605232,650.9747314,0.01758483611,650.9747314,0.01715289988,650.9747314,0.01663975045,650.9747314,0.01711722091,650.9747314,0.03873098642,650.9747314,0.02531361021,650.9747314,0.02255600318,650.9747314,0.02472142875,650.9747314,0.0313610658,650.9747314,0.02624481171,650.9747314,0.03201214224,650.9747314,0.04516416788,
649.9504395,-0.003170612035,649.9504395,0.006863933988,649.9504395,0.006424553227,649.9504395,0.008066458628,649.9504395,0.009757877328,649.9504395,0.01131472457,649.9504395,0.01342623215,649.9504395,0.01478794403,649.9504395,0.01782254316,649.9504395,0.01914483495,649.9504395,0.03563613445,649.9504395,0.02312080376,649.9504395,0.0193704851,649.9504395,0.02149224654,649.9504395,0.02288978547,649.9504395,0.02556953207,649.9504395,0.03177924454,649.9504395,0.0470010601,
649.0722656,-0.004044275731,649.0722656,0.005277075339,649.0722656,0.004745387007,649.0722656,0.006766614504,649.0722656,0.01036087424,649.0722656,0.01094256993,649.0722656,0.01080348808,649.0722656,0.01061550714,649.0722656,0.01776685193,649.0722656,0.01799259707,649.0722656,0.04020769894,649.0722656,0.02138580196,649.0722656,0.01817975007,649.0722656,0.0210921932,649.0722656,0.02172611281,649.0722656,0.02292072959,649.0722656,0.03271376342,649.0722656,0.04654148966,
648.0474243,0.0007909666747,648.0474243,0.007233951241,648.0474243,0.008308799006,648.0474243,0.01036652178,648.0474243,0.01194990147,648.0474243,0.01263621449,648.0474243,0.01329254545,648.0474243,0.01497034542,648.0474243,0.02058218978,648.0474243,0.02047290094,648.0474243,0.03926987946,648.0474243,0.02567717247,648.0474243,0.02312391624,648.0474243,0.02551561221,648.0474243,0.02691574208,648.0474243,0.02969094925,648.0474243,0.03615108505,648.0474243,0.0533093214,
647.0222778,-0.000893388933,647.0222778,0.004963859916,647.0222778,0.007994893007,647.0222778,0.008345345035,647.0222778,0.009777971543,647.0222778,0.008959515952,647.0222778,0.01414299011,647.0222778,0.01369046979,647.0222778,0.01660656184,647.0222778,0.01877883077,647.0222778,0.03550023586,647.0222778,0.02167928033,647.0222778,0.01940402202,647.0222778,0.02310120128,647.0222778,0.0226867646,647.0222778,0.02724735253,647.0222778,0.03415606543,647.0222778,0.04867814854,
645.9968262,0.0004430312547,645.9968262,0.008723203093,645.9968262,0.00931016542,645.9968262,0.008597927168,645.9968262,0.01221633051,645.9968262,0.01493229996,645.9968262,0.01405100431,645.9968262,0.01506019384,645.9968262,0.01768428832,645.9968262,0.0214471519,645.9968262,0.03801681101,645.9968262,0.02470219322,645.9968262,0.02167389356,645.9968262,0.02399546467,645.9968262,0.02594515309,645.9968262,0.02773293667,645.9968262,0.03417155147,645.9968262,0.0499195382,
644.9710693,-0.0002249943209,644.9710693,0.007660925854,644.9710693,0.008761976846,644.9710693,0.008277717046,644.9710693,0.01240167674,644.9710693,0.01333074179,644.9710693,0.01381810568,644.9710693,0.01776456088,644.9710693,0.02275893651,644.9710693,0.02027442306,644.9710693,0.04129828885,644.9710693,0.02532395534,644.9710693,0.02183405682,644.9710693,0.02535304241,644.9710693,0.02560195886,644.9710693,0.0273715388,644.9710693,0.04027111456,644.9710693,0.04905639589,
643.9450073,-0.0005098612746,643.9450073,0.006425288972,643.9450073,0.007926818915,643.9450073,0.009023629129,643.9450073,0.01007785648,643.9450073,0.01433346793,643.9450073,0.01467204466,643.9450073,0.01579533331,643.9450073,0.01590119489,643.9450073,0.02076019719,643.9450073,0.03943420202,643.9450073,0.02088362724,643.9450073,0.0215651188,643.9450073,0.02472647093,643.9450073,0.02532261051,643.9450073,0.02895995975,643.9450073,0.0353432931,643.9450073,0.04604170844,
643.0652466,-0.0009877715493,643.0652466,0.006630887743,643.0652466,0.009287184104,643.0652466,0.008087001741,643.0652466,0.0106568113,643.0652466,0.01247674227,643.0652466,0.01231626421,643.0652466,0.01626023836,643.0652466,0.01430682093,643.0652466,0.01739688963,643.0652466,0.04026821628,643.0652466,0.02330507152,643.0652466,0.02106442302,643.0652466,0.02355385572,643.0652466,0.0251628831,643.0652466,0.02750361897,643.0652466,0.03369186819,643.0652466,0.04777091369,
642.0386353,-0.0004492515,642.0386353,0.008686387911,642.0386353,0.00988126453,642.0386353,0.01163125318,642.0386353,0.01529764757,642.0386353,0.0130525576,642.0386353,0.01652335562,642.0386353,0.01909895614,642.0386353,0.02062173747,642.0386353,0.0177968666,642.0386353,0.03858984262,642.0386353,0.02535246685,642.0386353,0.02189677767,642.0386353,0.02445858344,642.0386353,0.02594295517,642.0386353,0.02578492276,642.0386353,0.03733687475,642.0386353,0.05071957782,
641.0117188,-0.001953201601,641.0117188,0.006805240177,641.0117188,0.008128303103,641.0117188,0.00357570895,641.0117188,0.01076572668,641.0117188,0.01109175943,641.0117188,0.01034510043,641.0117188,0.01166087389,641.0117188,0.01650569029,641.0117188,0.01515150908,641.0117188,0.03737885132,641.0117188,0.02374071442,641.0117188,0.02097060531,641.0117188,0.02408605255,641.0117188,0.02825837582,641.0117188,0.02376986109,641.0117188,0.03564054519,641.0117188,0.04673597217,
639.9844971,-0.001748489682,639.9844971,0.007521706168,639.9844971,0.007341327146,639.9844971,0.009093699045,639.9844971,0.0121598905,639.9844971,0.01275834348,639.9844971,0.0162135344,639.9844971,0.01681200601,639.9844971,0.01612739637,639.9844971,0.01839236915,639.9844971,0.03801215068,639.9844971,0.0185907986,639.9844971,0.02045083977,639.9844971,0.01994210295,639.9844971,0.02550213411,639.9844971,0.02573125064,639.9844971,0.03442187607,639.9844971,0.05285317451,
