baseline,,bm3,,dmso_1,,dmso_2,,4Phenylimidazole_0.1,,4Phenylimidazole_0.2,,4Phenylimidazole_0.3,,4Phenylimidazole_0.5,,4Phenylimidazole_0.6,,4Phenylimidazole_0.7,,4Phenylimidazole_0.8,,4Phenylimidazole_0.9,,4Phenylimidazole_1.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
643.9450073,0.0003879709402,643.9450073,0.001294699032,643.9450073,-0.0021873347,643.9450073,-0.001314465539,643.9450073,0.002799537033,643.9450073,-0.003778039711,643.9450073,-0.0002113851369,643.9450073,-0.0005354575696,643.9450073,0.003103764728,643.9450073,0.01024564635,643.9450073,0.005440478213,643.9450073,0.004926445428,643.9450073,0.008075608872,
643.0652466,0.00152772991,643.0652466,-0.002155653667,643.0652466,-0.002445229329,643.0652466,-0.002416244475,643.0652466,-0.002360688755,643.0652466,-0.001560756355,643.0652466,0.001654361142,643.0652466,-0.003765414003,643.0652466,0.003946460783,643.0652466,0.01200950798,643.0652466,0.009184508584,643.0652466,0.007491760887,643.0652466,0.00492419349,
642.0386353,0.002195467008,642.0386353,-0.002480595605,642.0386353,-0.0005511765485,642.0386353,0.0002130678913,642.0386353,0.0009860277642,642.0386353,0.001193999313,642.0386353,0.002371847164,642.0386353,-0.001543061924,642.0386353,0.003591290908,642.0386353,0.01277212519,642.0386353,0.009463743307,642.0386353,0.006397993304,642.0386353,0.007942109369,
641.0117188,0.0001876361348,641.0117188,-0.001166923437,641.0117188,-0.0005423863768,641.0117188,0.001121013658,641.0117188,-2.158836105E-5,641.0117188,-0.001887741499,641.0117188,-0.0005119296839,641.0117188,0.00021464772,641.0117188,0.002388218883,641.0117188,0.01184944063,641.0117188,0.002821891336,641.0117188,0.007939288393,641.0117188,0.007710460573,
639.9844971,0.0002859269734,639.9844971,-0.001057912479,639.9844971,-0.001849852502,639.9844971,-0.0006279535592,639.9844971,-0.00112700928,639.9844971,-0.0004641978885,639.9844971,-0.002988325898,639.9844971,-5.953364598E-5,639.9844971,0.002224138938,639.9844971,0.01213377621,639.9844971,0.007758235093,639.9844971,0.009782340378,639.9844971,0.002939023077,
638.9569702,0.0001153890917,638.9569702,-0.003996622749,638.9569702,-0.001850625733,638.9569702,-0.003175288904,638.9569702,-0.0008523128345,638.9569702,-0.001197747304,638.9569702,-0.003554827766,638.9569702,0.0002962882863,638.9569702,0.003532306757,638.9569702,0.01186271571,638.9569702,0.003612119937,638.9569702,0.007314816117,638.9569702,0.006454688031,
637.9290771,-0.0003513375123,637.9290771,-0.0008234280976,637.9290771,0.002008157782,637.9290771,0.001248850371,637.9290771,0.00161473616,637.9290771,0.002130585024,637.9290771,0.004433522001,637.9290771,0.0001054204549,637.9290771,0.00425781915,637.9290771,0.01492696814,637.9290771,0.01279203966,637.9290771,0.008284023032,637.9290771,0.008852109313,
637.0478516,-0.005721820984,637.0478516,-0.005033700261,637.0478516,-0.006701522041,637.0478516,-0.005818123464,637.0478516,-0.003797080368,637.0478516,-0.004496077541,637.0478516,-0.003974718042,637.0478516,-0.003688830184,637.0478516,-0.002055650344,637.0478516,0.008776478469,637.0478516,0.003802994732,637.0478516,0.005957062822,637.0478516,-0.0002727007086,
636.0194702,0.0006084096967,636.0194702,-8.940093539E-5,636.0194702,-0.002453054301,636.0194702,-0.001089467085,636.0194702,-0.001480842009,636.0194702,0.0002422825783,636.0194702,0.002327263821,636.0194702,-0.0005601733574,636.0194702,0.0036429998,636.0194702,0.01267733797,636.0194702,0.009303871542,636.0194702,0.007694334723,636.0194702,0.01192507707,
634.9907837,0.0005998295383,634.9907837,-0.0005250123795,634.9907837,0.0007818123559,634.9907837,-0.001907689846,634.9907837,-0.00274747354,634.9907837,0.001376465079,634.9907837,-0.001690063742,634.9907837,0.001429910772,634.9907837,0.001755973441,634.9907837,0.01307563297,634.9907837,0.008945246227,634.9907837,0.007107366808,634.9907837,0.009971762076,
633.961792,-0.0005461092805,633.961792,-0.001892277622,633.961792,-0.001491522184,633.961792,-0.003022670979,633.961792,-0.001482854248,633.961792,-0.0002539188717,633.961792,-0.003093923209,633.961792,-6.584890798E-5,633.961792,0.003193069017,633.961792,0.01039738208,633.961792,0.008650261909,633.961792,0.008224741556,633.961792,0.006297127809,
632.9324951,-0.0003464231559,632.9324951,-0.002664844273,632.9324951,0.0003070384264,632.9324951,-0.001221702667,632.9324951,-3.007845407E-5,632.9324951,-0.0008185707266,632.9324951,0.001161839464,632.9324951,-0.001810568152,632.9324951,0.004370423034,632.9324951,0.0118435882,632.9324951,0.007480409928,632.9324951,0.006912667304,632.9324951,0.01019261591,
632.0499878,0.001364961267,632.0499878,0.0002559064014,632.0499878,-0.0003368011385,632.0499878,0.003308944637,632.0499878,0.000390354573,632.0499878,0.002005115151,632.0499878,-0.001374386949,632.0499878,0.00303942454,632.0499878,0.002684761072,632.0499878,0.01369132474,632.0499878,0.01101127733,632.0499878,0.01240263507,632.0499878,0.008890418336,
631.0201416,-0.002178577473,631.0201416,-0.0007569187437,631.0201416,-0.001871452201,631.0201416,-0.0004040990025,631.0201416,-0.001624151249,631.0201416,0.0002620191372,631.0201416,0.0006234189495,631.0201416,0.0006919651642,631.0201416,0.002891619457,631.0201416,0.01159629039,631.0201416,0.008666000329,631.0201416,0.008042592555,631.0201416,0.009897100739,
629.9899902,0.002071799012,629.9899902,0.002017129911,629.9899902,0.001186861075,629.9899902,0.00211195997,629.9899902,0.001697186148,629.9899902,0.002917783335,629.9899902,0.00596283609,629.9899902,0.003130801721,629.9899902,0.005535744131,629.9899902,0.01617185958,629.9899902,0.01008906309,629.9899902,0.01171586663,629.9899902,0.009705541655,
628.9595337,-0.0001544599945,628.9595337,-0.001236932236,628.9595337,-0.00285102101,628.9595337,-0.0003828917106,628.9595337,0.00234415452,628.9595337,0.0009277078207,628.9595337,-0.004339104984,628.9595337,0.001807984198,628.9595337,0.003040024079,628.9595337,0.01512223948,628.9595337,0.009999045171,628.9595337,0.006888024043,628.9595337,0.006235096604,
627.928772,-0.0001132622274,627.928772,-0.002625067718,627.928772,-0.001405092888,627.928772,-0.001566172927,627.928772,0.0002101672435,627.928772,0.000710373919,627.928772,0.0006553315325,627.928772,0.001427910989,627.928772,0.00367038371,627.928772,0.01073746663,627.928772,0.01097676251,627.928772,0.007306523621,627.928772,0.00971626211,
627.0450439,0.000324809138,627.0450439,-0.0009932469111,627.0450439,-0.002046375303,627.0450439,-0.001728894887,627.0450439,-6.595243758E-5,627.0450439,2.5239553E-5,627.0450439,0.0007792710094,627.0450439,0.0001027794569,627.0450439,0.002974651055,627.0450439,0.009752635844,627.0450439,0.01121427771,627.0450439,0.008641230874,627.0450439,0.008963452652,
626.0137329,0.001775077195,626.0137329,0.0002609830699,626.0137329,0.001274058828,626.0137329,0.001723226276,626.0137329,0.001625311095,626.0137329,0.001812143251,626.0137329,0.002165496349,626.0137329,0.00071167032,626.0137329,0.005750103388,626.0137329,0.01538509782,626.0137329,0.01138009038,626.0137329,0.008859110065,626.0137329,0.00925555639,
624.9821167,0.0007949085557,624.9821167,-0.0005576914991,624.9821167,-0.0009666444967,624.9821167,0.0001675663079,624.9821167,0.0009632488945,624.9821167,-0.0004535958287,624.9821167,0.001346836449,624.9821167,-0.0002916886588,624.9821167,0.00400218321,624.9821167,0.01404175349,624.9821167,0.008367643692,624.9821167,0.008637771942,624.9821167,0.006650259718,
623.9502563,-0.000282324123,623.9502563,-6.626757113E-6,623.9502563,-0.00246566697,623.9502563,-0.001656231936,623.9502563,-0.00177839573,623.9502563,-0.0009527485818,623.9502563,-0.002629081486,623.9502563,-0.0008123181178,623.9502563,0.0009255287587,623.9502563,0.01136839762,623.9502563,0.009025081992,623.9502563,0.007125576027,623.9502563,0.008115010336,
623.0655518,0.002039782237,623.0655518,-8.909036114E-5,623.0655518,0.0006170159904,623.0655518,0.0007351362146,623.0655518,0.003104364267,623.0655518,0.00233944389,623.0655518,0.002222499577,623.0655518,0.001975287683,623.0655518,0.004461635835,623.0655518,0.01342615206,623.0655518,0.01237341668,623.0655518,0.01086147781,623.0655518,0.01171028148,
622.0330811,-0.0003520100145,622.0330811,-0.001202806947,622.0330811,-0.002332161646,622.0330811,-0.00355282519,622.0330811,-0.001257013762,622.0330811,-0.0003183842346,622.0330811,0.001644565025,622.0330811,0.0007321542944,622.0330811,0.003978957888,622.0330811,0.01001872681,622.0330811,0.00851220265,622.0330811,0.007393273991,622.0330811,0.006877846085,
621.0003662,0.0001814467687,621.0003662,0.0008858405054,621.0003662,-0.0007124701515,621.0003662,6.648025737E-5,621.0003662,-0.001783036045,621.0003662,-0.0002471923945,621.0003662,0.0005553241936,621.0003662,0.0006869353238,621.0003662,0.002977413824,621.0003662,0.01587968692,621.0003662,0.01050681528,621.0003662,0.009010203183,621.0003662,0.008568751626,
619.9673462,0.001405706163,619.9673462,0.001539056073,619.9673462,0.003348672297,619.9673462,0.0006246373523,619.9673462,0.002196377609,619.9673462,0.002434083959,619.9673462,0.002730162581,619.9673462,0.003457335522,619.9673462,0.00424741488,619.9673462,0.01450754143,619.9673462,0.01340503432,619.9673462,0.0106018465,619.9673462,0.01180658769,
618.934021,0.0006897354615,618.934021,-0.003181713168,618.934021,-0.003781427164,618.934021,-0.003321174299,618.934021,-0.0003929782251,618.934021,0.001361118164,618.934021,0.002159850905,618.934021,0.000912247051,618.934021,0.005328828469,618.934021,0.01329070423,618.934021,0.01093110163,618.934021,0.007870221511,618.934021,0.007472535595,
618.0480957,-0.0002425872954,618.0480957,-0.001013597939,618.0480957,-0.003753711702,618.0480957,-0.000693655631,618.0480957,0.0005066508311,618.0480957,0.001768215327,618.0480957,9.229328134E-5,618.0480957,0.0005425721756,618.0480957,0.003226318629,618.0480957,0.01210745052,618.0480957,0.009971099906,618.0480957,0.00756669417,618.0480957,0.009405940771,
617.0142212,-0.001011841814,617.0142212,-0.002359298524,617.0142212,-0.002004016889,617.0142212,-0.003353489563,617.0142212,-0.001316478592,617.0142212,-0.001729926211,617.0142212,0.001363351359,617.0142212,-0.0001183862842,617.0142212,0.001610838808,617.0142212,0.01619628444,617.0142212,0.007615611888,617.0142212,0.00689425692,617.0142212,0.006066275761,
615.9801025,0.002701926045,615.9801025,0.0004907127004,615.9801025,0.001852332149,615.9801025,0.000631740375,615.9801025,0.002779450268,615.9801025,0.002296425402,615.9801025,0.009143026546,615.9801025,0.004177129362,615.9801025,0.007517808117,615.9801025,0.01132158004,615.9801025,0.0113812862,615.9801025,0.01265569683,615.9801025,0.01362181827,
614.9456177,0.001178321429,614.9456177,0.003465789603,614.9456177,-3.624020337E-6,614.9456177,-0.002537988592,614.9456177,0.001064284355,614.9456177,0.002185684629,614.9456177,0.00383775332,614.9456177,0.0009734707419,614.9456177,0.00631262362,614.9456177,0.01440621912,614.9456177,0.01101000328,614.9456177,0.009563997388,614.9456177,0.009102924727,
614.0587769,0.001357586589,614.0587769,9.62029153E-5,614.0587769,-0.001864441438,614.0587769,0.00106314267,614.0587769,0.001022066688,614.0587769,0.003303519217,614.0587769,0.001915274537,614.0587769,0.0005619854201,614.0587769,0.004671304952,614.0587769,0.01202518214,614.0587769,0.01001239568,614.0587769,0.01029319689,614.0587769,0.01159134507,
613.0237427,0.0008570753271,613.0237427,0.0005249998649,613.0237427,1.931136103E-5,613.0237427,-0.0009901993908,613.0237427,0.000766512414,613.0237427,0.002014243277,613.0237427,0.003132574726,613.0237427,0.001450558542,613.0237427,0.005947483703,613.0237427,0.01270950958,613.0237427,0.01099903788,613.0237427,0.008928413503,613.0237427,0.01040467247,
611.9884644,0.0008503576973,611.9884644,0.0008212057874,611.9884644,-0.00490758568,611.9884644,0.0001076213011,611.9884644,0.001613255241,611.9884644,0.002050653566,611.9884644,0.00300647621,611.9884644,0.002045399975,611.9884644,0.004921156447,611.9884644,0.01056020334,611.9884644,0.01169921923,611.9884644,0.008549294434,611.9884644,0.007749802433,
610.9529419,-0.0001337063295,610.9529419,-0.002783535281,610.9529419,-0.002286895644,610.9529419,-0.0002543328155,610.9529419,0.002309957519,610.9529419,-0.0003031741653,610.9529419,0.002988856053,610.9529419,-0.0003284204868,610.9529419,0.003013748676,610.9529419,0.01204461046,610.9529419,0.01162205357,610.9529419,0.006313832011,610.9529419,0.009775271639,
610.0650635,0.001218036399,610.0650635,-0.0009364758153,610.0650635,-0.001760607003,610.0650635,0.0002146995103,610.0650635,0.003326551756,610.0650635,-0.000226546661,610.0650635,0.003476957791,610.0650635,0.002480734838,610.0650635,0.003864575177,610.0650635,0.01323836762,610.0650635,0.01142547932,610.0650635,0.01064972766,610.0650635,0.01080263872,
609.0289917,-0.0004312531382,609.0289917,-0.0009220106876,609.0289917,0.0005427536089,609.0289917,-0.0001210259215,609.0289917,0.001943303854,609.0289917,0.001987119438,609.0289917,0.001779079903,609.0289917,0.002779085655,609.0289917,0.005121434573,609.0289917,0.01236537378,609.0289917,0.01117671933,609.0289917,0.008178524673,609.0289917,0.01065877452,
607.9926147,-0.003062102711,607.9926147,-0.0007206366281,607.9926147,-0.0004789368541,607.9926147,-0.002233177656,607.9926147,0.0005547798355,607.9926147,0.0006665572291,607.9926147,0.004851703998,607.9926147,0.00100527925,607.9926147,0.004412627313,607.9926147,0.0121633783,607.9926147,0.0120356679,607.9926147,0.008469202556,607.9926147,0.008044887334,
606.9559326,-0.0002138689742,606.9559326,-0.003548717126,606.9559326,-0.0004353907716,606.9559326,-0.0007869448164,606.9559326,0.001089793514,606.9559326,0.001763900742,606.9559326,0.003030301072,606.9559326,0.002122416859,606.9559326,0.002141562756,606.9559326,0.0132794939,606.9559326,0.01270281896,606.9559326,0.008481925353,606.9559326,0.01012878027,
606.0671387,0.001485622837,606.0671387,0.001675019506,606.0671387,0.00194228976,606.0671387,0.001064336277,606.0671387,0.003090181621,606.0671387,0.003179822117,606.0671387,0.005902899429,606.0671387,0.004201410338,606.0671387,0.007700210437,606.0671387,0.0145316571,606.0671387,0.01444047224,606.0671387,0.009091874585,606.0671387,0.01206552889,
605.0299072,0.0002184548503,605.0299072,-0.001769836526,605.0299072,0.0007661493728,605.0299072,-0.0001424012444,605.0299072,0.0003139290202,605.0299072,0.002648610156,605.0299072,0.003866298823,605.0299072,0.003027876839,605.0299072,0.005179325119,605.0299072,0.01328680757,605.0299072,0.0114854658,605.0299072,0.01022243034,605.0299072,0.01058967132,
603.9924316,0.001935113338,603.9924316,0.001360676717,603.9924316,0.001899050665,603.9924316,0.001300852397,603.9924316,0.00395071879,603.9924316,0.003471164964,603.9924316,0.004448480904,603.9924316,0.003576961579,603.9924316,0.008239725605,603.9924316,0.01333973743,603.9924316,0.01451099385,603.9924316,0.01176671684,603.9924316,0.01049440447,
602.9546509,0.0006278777728,602.9546509,0.001102587557,602.9546509,0.002435958246,602.9546509,0.001584337791,602.9546509,0.006263353396,602.9546509,0.004429285415,602.9546509,0.003170513082,602.9546509,0.005161223933,602.9546509,0.008013376035,602.9546509,0.01404108573,602.9546509,0.01523579285,602.9546509,0.01174195576,602.9546509,0.01286733337,
602.0648804,-0.0008967471658,602.0648804,0.0009400560521,602.0648804,0.0003504302585,602.0648804,0.0005028152373,602.0648804,0.001464947476,602.0648804,-0.001779581537,602.0648804,-0.0001621711999,602.0648804,0.003255032469,602.0648804,0.004067423753,602.0648804,0.01339171175,602.0648804,0.01249000989,602.0648804,0.01015109103,602.0648804,0.01070512272,
601.0266113,0.001225149143,601.0266113,0.001536977827,601.0266113,0.001759950072,601.0266113,0.002461495809,601.0266113,0.004549729172,601.0266113,0.004254551604,601.0266113,0.005790081341,601.0266113,0.005362530239,601.0266113,0.008572368883,601.0266113,0.01514778379,601.0266113,0.01396513358,601.0266113,0.01225973107,601.0266113,0.01275551785,
599.9879761,-0.001512520597,599.9879761,-0.0003415604297,599.9879761,-0.0003043640754,599.9879761,0.000271110679,599.9879761,0.001814300776,599.9879761,0.001254198258,599.9879761,0.003250077134,599.9879761,0.001875755726,599.9879761,0.005498332903,599.9879761,0.01442136522,599.9879761,0.009938839823,599.9879761,0.008356085047,599.9879761,0.009585564956,
598.9491577,-0.0007283377927,598.9491577,-0.000624024542,598.9491577,0.000608098635,598.9491577,0.0008658681181,598.9491577,0.003975901287,598.9491577,0.002926305169,598.9491577,0.001669900259,598.9491577,0.00232887757,598.9491577,0.006459022872,598.9491577,0.01464433316,598.9491577,0.01335132215,598.9491577,0.01171802077,598.9491577,0.0128564015,
598.0584106,0.001924738754,598.0584106,0.002571265213,598.0584106,0.003930813633,598.0584106,0.005001932383,598.0584106,0.004702208098,598.0584106,0.006396390963,598.0584106,0.003350707004,598.0584106,0.003926216159,598.0584106,0.009277980775,598.0584106,0.01757626422,598.0584106,0.01729435287,598.0584106,0.01477688365,598.0584106,0.01429125108,
597.019043,-0.0005319931079,597.019043,3.94520066E-5,597.019043,0.003117869608,597.019043,0.002646552632,597.019043,0.00297519844,597.019043,0.004284274764,597.019043,0.007658396848,597.019043,0.0044588116,597.019043,0.008333839476,597.019043,0.01543879323,597.019043,0.01350091491,597.019043,0.01137889456,597.019043,0.01404691394,
595.9793701,0.0005289911642,595.9793701,0.002771686995,595.9793701,0.003127751173,595.9793701,0.002384757157,595.9793701,0.006055644248,595.9793701,0.007821538486,595.9793701,0.004830841906,595.9793701,0.006294816267,595.9793701,0.01072528772,595.9793701,0.01824429445,595.9793701,0.0156117538,595.9793701,0.009093619883,595.9793701,0.01108464319,
594.9393921,-0.001832582289,594.9393921,0.00257808785,594.9393921,0.003335655434,594.9393921,0.001926350873,594.9393921,0.004468697589,594.9393921,0.003902394557,594.9393921,0.006119461264,594.9393921,0.005866269581,594.9393921,0.006749419495,594.9393921,0.01591161266,594.9393921,0.01636849903,594.9393921,0.01511269715,594.9393921,0.0133508686,
594.0477905,0.0001168132003,594.0477905,0.003198023885,594.0477905,0.00307000312,594.0477905,0.002831297228,594.0477905,0.004474686459,594.0477905,0.006531597581,594.0477905,0.005299112294,594.0477905,0.006072103046,594.0477905,0.008997437544,594.0477905,0.01952029765,594.0477905,0.01493629161,594.0477905,0.01414991636,594.0477905,0.01481944229,
593.0073242,-0.0002702171914,593.0073242,0.001133211656,593.0073242,0.00389918196,593.0073242,0.0007160522509,593.0073242,0.004569897894,593.0073242,0.004514651839,593.0073242,0.007242769003,593.0073242,0.005427582189,593.0073242,0.009998647496,593.0073242,0.0192941092,593.0073242,0.01580950804,593.0073242,0.01278470829,593.0073242,0.01431797724,
591.9665527,0.001048481441,591.9665527,0.003918667324,591.9665527,0.003853945527,591.9665527,0.008980022743,591.9665527,0.004832988139,591.9665527,0.007442145608,591.9665527,0.009457870387,591.9665527,0.008927674033,591.9665527,0.0109515423,591.9665527,0.02168496884,591.9665527,0.01701402292,591.9665527,0.01694032177,591.9665527,0.01674902067,
591.0742188,0.001626194571,591.0742188,0.005435288418,591.0742188,0.0061913752,591.0742188,0.007637504488,591.0742188,0.01050265133,591.0742188,0.008981185034,591.0742188,0.01150202472,591.0742188,0.009882562794,591.0742188,0.01319700386,591.0742188,0.02243643254,591.0742188,0.0200030338,591.0742188,0.01785442233,591.0742188,0.01716714539,
590.032959,0.00104897446,590.032959,0.006093235221,590.032959,0.004360408522,590.032959,0.006156033836,590.032959,0.007526262663,590.032959,0.009887938388,590.032959,0.01000775956,590.032959,0.01025590394,590.032959,0.01354577858,590.032959,0.02273367718,590.032959,0.01888158359,590.032959,0.01787966862,590.032959,0.01941677183,
588.991394,0.001012855559,588.991394,0.004885316361,588.991394,0.007575307973,588.991394,0.006181738805,588.991394,0.007392168045,588.991394,0.007937759161,588.991394,0.01197518036,588.991394,0.01007430628,588.991394,0.01499178074,588.991394,0.02321587689,588.991394,0.01675722562,588.991394,0.0184076,588.991394,0.01939073019,
587.9495239,0.0008479974349,587.9495239,0.005845962092,587.9495239,0.007208841853,587.9495239,0.006731962785,587.9495239,0.01043521799,587.9495239,0.01015021652,587.9495239,0.01156414859,587.9495239,0.01187452767,587.9495239,0.01389534213,587.9495239,0.02469758876,587.9495239,0.02050825953,587.9495239,0.01713895053,587.9495239,0.02028424107,
587.0563354,-0.0005002945545,587.0563354,0.004896966275,587.0563354,0.005843810737,587.0563354,0.006423160899,587.0563354,0.006351655349,587.0563354,0.01055627782,587.0563354,0.01177873835,587.0563354,0.01088265795,587.0563354,0.01250357088,587.0563354,0.02405951172,587.0563354,0.01995614171,587.0563354,0.01897332817,587.0563354,0.02012071572,
586.0139771,6.945760833E-5,586.0139771,0.008108812384,586.0139771,0.008440642618,586.0139771,0.01023329608,586.0139771,0.0117159728,586.0139771,0.01322523691,586.0139771,0.01320607681,586.0139771,0.0118119074,586.0139771,0.01638185792,586.0139771,0.02603419684,586.0139771,0.02287515998,586.0139771,0.02024833113,586.0139771,0.01806933805,
584.9713135,-0.0003082959738,584.9713135,0.008050424978,584.9713135,0.008875701576,584.9713135,0.009195454419,584.9713135,0.01229578536,584.9713135,0.01376944687,584.9713135,0.01372477319,584.9713135,0.0136833638,584.9713135,0.01528185513,584.9713135,0.02388876118,584.9713135,0.0218091514,584.9713135,0.02032172866,584.9713135,0.0198140908,
583.9284058,0.0001212926945,583.9284058,0.007964492775,583.9284058,0.01248644013,583.9284058,0.01038998459,583.9284058,0.00997427851,583.9284058,0.01343971491,583.9284058,0.01583882421,583.9284058,0.01184619591,583.9284058,0.01672292501,583.9284058,0.02768895589,583.9284058,0.02272151224,583.9284058,0.02538402565,583.9284058,0.02186710387,
583.0342407,-9.540520114E-5,583.0342407,0.006636065897,583.0342407,0.01020472683,583.0342407,0.01012827642,583.0342407,0.01317181438,583.0342407,0.01243332122,583.0342407,0.01530145574,583.0342407,0.0149508398,583.0342407,0.01631259173,583.0342407,0.02888052352,583.0342407,0.0211663302,583.0342407,0.02162766457,583.0342407,0.02288498357,
581.9908447,-0.001328814426,581.9908447,0.009966543876,581.9908447,0.01226220746,581.9908447,0.01343127806,581.9908447,0.01222748682,581.9908447,0.01458455157,581.9908447,0.01469501853,581.9908447,0.01519847382,581.9908447,0.01843757927,581.9908447,0.02864058875,581.9908447,0.02030976489,581.9908447,0.02241004631,581.9908447,0.02254477143,
580.9471436,0.0007216269732,580.9471436,0.01244778559,580.9471436,0.01479589846,580.9471436,0.01347391866,580.9471436,0.01474624593,580.9471436,0.01528113056,580.9471436,0.01736358739,580.9471436,0.01355200168,580.9471436,0.01899544895,580.9471436,0.02801218443,580.9471436,0.02274123393,580.9471436,0.02317248844,580.9471436,0.02353330515,
580.0523071,-0.0008711721748,580.0523071,0.01158243883,580.0523071,0.01435556728,580.0523071,0.01313488651,580.0523071,0.01407429297,580.0523071,0.01510755159,580.0523071,0.01767528243,580.0523071,0.01622570679,580.0523071,0.01997470856,580.0523071,0.02811076492,580.0523071,0.02415164374,580.0523071,0.02291781083,580.0523071,0.0245609358,
579.0081177,-2.314143967E-5,579.0081177,0.01341795549,579.0081177,0.01114224456,579.0081177,0.0125379134,579.0081177,0.01675370149,579.0081177,0.01729537547,579.0081177,0.01630278118,579.0081177,0.01630810276,579.0081177,0.01995917782,579.0081177,0.028744068,579.0081177,0.02560915239,579.0081177,0.0207411088,579.0081177,0.02460082062,
577.963623,0.001768319285,577.963623,0.0164401941,577.963623,0.0161162205,577.963623,0.01675518043,577.963623,0.01791549288,577.963623,0.01861706004,577.963623,0.02125032246,577.963623,0.01929051057,577.963623,0.02169245109,577.963623,0.0311800763,577.963623,0.02698964253,577.963623,0.02203589119,577.963623,0.02827279642,
577.0681763,0.001714701997,577.0681763,0.01398879196,577.0681763,0.01597383432,577.0681763,0.01714247838,577.0681763,0.01880751178,577.0681763,0.01781687886,577.0681763,0.02133644931,577.0681763,0.01806124114,577.0681763,0.02096150443,577.0681763,0.03062678874,577.0681763,0.02544363961,577.0681763,0.02413194068,577.0681763,0.02632024512,
576.0231934,0.0003128928365,576.0231934,0.01628009789,576.0231934,0.01550413854,576.0231934,0.01561231725,576.0231934,0.01591153257,576.0231934,0.01440873463,576.0231934,0.01803633571,576.0231934,0.01794659719,576.0231934,0.02229337581,576.0231934,0.02895392664,576.0231934,0.0256406758,576.0231934,0.02447857521,576.0231934,0.02354929224,
574.9779053,-0.0008405318367,574.9779053,0.01600477286,574.9779053,0.01598054729,574.9779053,0.01572422683,574.9779053,0.01664851978,574.9779053,0.01734903827,574.9779053,0.01836358197,574.9779053,0.01760979928,574.9779053,0.0233808998,574.9779053,0.02925910242,574.9779053,0.02573188208,574.9779053,0.02400194854,574.9779053,0.02481581271,
573.932373,-0.000356665696,573.932373,0.01939140819,573.932373,0.01768978685,573.932373,0.01816342026,573.932373,0.0183997415,573.932373,0.01774271764,573.932373,0.0210999921,573.932373,0.01874523424,573.932373,0.02427240089,573.932373,0.02798888087,573.932373,0.0282670781,573.932373,0.02690139413,573.932373,0.02811755985,
573.0360107,0.001615931396,573.0360107,0.01999622956,573.0360107,0.02007996663,573.0360107,0.01925059594,573.0360107,0.01901297271,573.0360107,0.01965732314,573.0360107,0.02172216773,573.0360107,0.01937616803,573.0360107,0.02468493022,573.0360107,0.03127019852,573.0360107,0.02714386955,573.0360107,0.02691268548,573.0360107,0.02645676583,
571.9899292,-0.0003892022942,571.9899292,0.01993364654,571.9899292,0.01902216859,571.9899292,0.01764527522,571.9899292,0.01941977628,571.9899292,0.01844954304,571.9899292,0.01998601109,571.9899292,0.01867472567,571.9899292,0.02228394896,571.9899292,0.02941527404,571.9899292,0.0257917624,571.9899292,0.02399125323,571.9899292,0.02582706138,
570.9436646,-0.0001183862842,570.9436646,0.02102719806,570.9436646,0.01872734167,570.9436646,0.01740494557,570.9436646,0.0183849968,570.9436646,0.01858760975,570.9436646,0.02181968465,570.9436646,0.01700077765,570.9436646,0.02227844298,570.9436646,0.02913988568,570.9436646,0.02759146318,570.9436646,0.02353617549,570.9436646,0.02383283526,
570.0465698,0.0005684394273,570.0465698,0.02207328379,570.0465698,0.01705642417,570.0465698,0.01807891764,570.0465698,0.0167592708,570.0465698,0.01825501211,570.0465698,0.01900972798,570.0465698,0.01920724846,570.0465698,0.02292621508,570.0465698,0.02613664605,570.0465698,0.02765160054,570.0465698,0.02616911381,570.0465698,0.02742362022,
568.9998169,0.0004515565233,568.9998169,0.02335604094,568.9998169,0.01919975504,568.9998169,0.01714931801,568.9998169,0.01790920645,568.9998169,0.01761233248,568.9998169,0.02037213184,568.9998169,0.01962820813,568.9998169,0.02308288403,568.9998169,0.02552846074,568.9998169,0.0270469673,568.9998169,0.02620224468,568.9998169,0.02607072517,
567.9526978,0.0002306275419,567.9526978,0.02342185192,567.9526978,0.01867394149,567.9526978,0.01857804693,567.9526978,0.01757928357,567.9526978,0.01847479865,567.9526978,0.02044435591,567.9526978,0.01944478974,567.9526978,0.02282555774,567.9526978,0.02375189774,567.9526978,0.02765217982,567.9526978,0.02406851389,567.9526978,0.02713293023,
567.0549927,0.0007164670969,567.0549927,0.02612619847,567.0549927,0.02048315853,567.0549927,0.01663074084,567.0549927,0.01949335821,567.0549927,0.0191642046,567.0549927,0.01806947216,567.0549927,0.01789952256,567.0549927,0.02331312932,567.0549927,0.02714921534,567.0549927,0.02860162966,567.0549927,0.02767016739,567.0549927,0.02884782292,
566.0074463,0.0009198735934,566.0074463,0.02598626353,566.0074463,0.02092654444,566.0074463,0.01838291623,566.0074463,0.01959487051,566.0074463,0.01974909566,566.0074463,0.02109928615,566.0074463,0.02073706314,566.0074463,0.02402687259,566.0074463,0.02733941935,566.0074463,0.02900689282,566.0074463,0.02750055678,566.0074463,0.02870012447,
