baseline,,bm3,,dmso_1.0,,dmso_2.0,,Arachadonic_Acid_0.5,,Arachadonic_Acid_1.0,,Arachadonic_Acid_1.5,,Arachadonic_Acid_2.0,,Arachadonic_Acid_2.5,,Arachadonic_Acid_3.0,,Arachadonic_Acid_3.5,,Arachadonic_Acid_4.0,,Arachadonic_Acid_4.5,,Arachadonic_Acid_5.0,,Arachadonic_Acid_6.0,,Arachadonic_Acid_7.0,,Arachadonic_Acid_8.0,,Arachadonic_Acid_9.0,,Arachadonic_Acid_10.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
674.0111694,-0.001906710444,674.0111694,0.01088157017,674.0111694,0.0155178206,674.0111694,0.01787570491,674.0111694,0.01535835955,674.0111694,0.01558696013,674.0111694,0.01915543899,674.0111694,0.01670226455,674.0111694,0.01959457248,674.0111694,0.02245243266,674.0111694,0.02058704756,674.0111694,0.01607130468,674.0111694,0.01719256677,674.0111694,0.01890851185,674.0111694,0.02551218122,674.0111694,0.0279039368,674.0111694,0.02527182177,674.0111694,0.023243431,674.0111694,0.0288355127,
672.9939575,-0.0002111264039,672.9939575,0.007934648544,672.9939575,0.01183347963,672.9939575,0.01247359905,672.9939575,0.01529067662,672.9939575,0.0140768867,672.9939575,0.01572111435,672.9939575,0.01731730439,672.9939575,0.02092494071,672.9939575,0.02192326821,672.9939575,0.02023078501,672.9939575,0.01671870053,672.9939575,0.01745482162,672.9939575,0.01799149066,672.9939575,0.02408197522,672.9939575,0.02720546164,672.9939575,0.02385996282,672.9939575,0.02820282243,672.9939575,0.0290885102,
671.9764404,-0.0007679785485,671.9764404,0.00981419161,671.9764404,0.01056598499,671.9764404,0.01140496321,671.9764404,0.01430468075,671.9764404,0.01309820171,671.9764404,0.01632207818,671.9764404,0.01559949107,671.9764404,0.0165711958,671.9764404,0.0227324497,671.9764404,0.02098101191,671.9764404,0.01813969575,671.9764404,0.01952419616,671.9764404,0.0179223977,671.9764404,0.02546513081,671.9764404,0.02556552365,671.9764404,0.02245725878,671.9764404,0.02617898397,671.9764404,0.0292450916,
670.9586182,-0.000795523345,670.9586182,0.007590296213,670.9586182,0.0109675508,670.9586182,0.01285432186,670.9586182,0.01569666341,670.9586182,0.01338527817,670.9586182,0.01647845283,670.9586182,0.0165910963,670.9586182,0.02009615302,670.9586182,0.02403122187,670.9586182,0.01981636696,670.9586182,0.01611232385,670.9586182,0.0243065916,670.9586182,0.02066337876,670.9586182,0.02569658868,670.9586182,0.02778470516,670.9586182,0.02353639342,670.9586182,0.02802681923,670.9586182,0.03123626299,
669.9404297,-0.0004606294096,669.9404297,0.01103623584,669.9404297,0.01274024323,669.9404297,0.01456811465,669.9404297,0.01586288027,669.9404297,0.01584924012,669.9404297,0.02050402574,669.9404297,0.01699278317,669.9404297,0.02191994712,669.9404297,0.02370782569,669.9404297,0.02209055051,669.9404297,0.01898619905,669.9404297,0.02126511,669.9404297,0.02154558711,669.9404297,0.0261926502,669.9404297,0.03080465458,669.9404297,0.02766194753,669.9404297,0.02783220075,669.9404297,0.03056545928,
669.0675049,-0.002802979667,669.0675049,0.008075767197,669.0675049,0.01143302675,669.0675049,0.01295469515,669.0675049,0.01554035582,669.0675049,0.01269551553,669.0675049,0.01526860986,669.0675049,0.0162638668,669.0675049,0.01705672033,669.0675049,0.02287941612,669.0675049,0.01836004481,669.0675049,0.01540848427,669.0675049,0.01530453935,669.0675049,0.01770615391,669.0675049,0.02485169098,669.0675049,0.02628661133,669.0675049,0.02154520527,669.0675049,0.0248960983,669.0675049,0.02980582602,
668.0487671,-0.001396113541,668.0487671,0.009363803081,668.0487671,0.01057500299,668.0487671,0.01380140428,668.0487671,0.01735846885,668.0487671,0.0147927925,668.0487671,0.01793389022,668.0487671,0.01699690148,668.0487671,0.01946452446,668.0487671,0.02462454513,668.0487671,0.01552734431,668.0487671,0.01937143132,668.0487671,0.02363759838,668.0487671,0.0199986957,668.0487671,0.02658975124,668.0487671,0.02983704582,668.0487671,0.02580505796,668.0487671,0.02694350481,668.0487671,0.02792491578,
667.0296631,-0.003487913636,667.0296631,0.006239219103,667.0296631,0.00903250929,667.0296631,0.01322593074,667.0296631,0.01448752079,667.0296631,0.01321968623,667.0296631,0.01497942861,667.0296631,0.01338658668,667.0296631,0.01902871206,667.0296631,0.02236834541,667.0296631,0.0198757071,667.0296631,0.01711479574,667.0296631,0.01797147095,667.0296631,0.01826014183,667.0296631,0.02244520932,667.0296631,0.0244414676,667.0296631,0.02393405512,667.0296631,0.02767659724,667.0296631,0.02690519392,
666.0103149,0.0001410237601,666.0103149,0.01164534502,666.0103149,0.01314166375,666.0103149,0.01565485075,666.0103149,0.01155032497,666.0103149,0.01719526015,666.0103149,0.02004564553,666.0103149,0.01926602051,666.0103149,0.02438125387,666.0103149,0.02340958454,666.0103149,0.02198624797,666.0103149,0.02050166577,666.0103149,0.02109847032,666.0103149,0.02128946781,666.0103149,0.02692463808,666.0103149,0.03093733825,666.0103149,0.02535671927,666.0103149,0.02945533022,666.0103149,0.03315705061,
664.9906006,-0.0008073055651,664.9906006,0.01102383621,664.9906006,0.01310767327,664.9906006,0.01411753148,664.9906006,0.01791935042,664.9906006,0.01627974957,664.9906006,0.0182287991,664.9906006,0.01655764133,664.9906006,0.02064839378,664.9906006,0.02375919744,664.9906006,0.01995250955,664.9906006,0.01803657785,664.9906006,0.02163756825,664.9906006,0.01988860592,664.9906006,0.02782091312,664.9906006,0.02891651727,664.9906006,0.02566813864,664.9906006,0.026524093,664.9906006,0.03155331686,
663.9705811,-0.001808299683,663.9705811,0.008982348256,663.9705811,0.0132105602,663.9705811,0.01319796499,663.9705811,0.01707099006,663.9705811,0.01746778376,663.9705811,0.01876839809,663.9705811,0.01172897778,663.9705811,0.0217798911,663.9705811,0.02686986141,663.9705811,0.02305020764,663.9705811,0.01789005473,663.9705811,0.01594885811,663.9705811,0.02097204514,663.9705811,0.02841869369,663.9705811,0.030965304,663.9705811,0.02626747079,663.9705811,0.02797284164,663.9705811,0.03312240914,
662.9502563,0.0004555212217,662.9502563,0.01302129496,662.9502563,0.01526683941,662.9502563,0.01806291565,662.9502563,0.02089172229,662.9502563,0.01979553141,662.9502563,0.01801666431,662.9502563,0.01807044446,662.9502563,0.02345802449,662.9502563,0.02890807949,662.9502563,0.02391359583,662.9502563,0.02056544274,662.9502563,0.0214715749,662.9502563,0.02467999794,662.9502563,0.02789129503,662.9502563,0.03127773851,662.9502563,0.0284890607,662.9502563,0.02982229553,662.9502563,0.0340719223,
661.9296265,0.0004664048611,661.9296265,0.01371897571,661.9296265,0.01629592851,661.9296265,0.0168010015,661.9296265,0.02059046738,661.9296265,0.01779398136,661.9296265,0.02155763842,661.9296265,0.02149841934,661.9296265,0.02564680018,661.9296265,0.02949699759,661.9296265,0.02445833758,661.9296265,0.02306352928,661.9296265,0.02876550332,661.9296265,0.02497801557,661.9296265,0.03079737537,661.9296265,0.03353938088,661.9296265,0.02993052267,661.9296265,0.03143260628,661.9296265,0.03454541415,
661.0545654,-0.0002589895448,661.0545654,0.01167456806,661.0545654,0.01474849507,661.0545654,0.01669898257,661.0545654,0.01914597116,661.0545654,0.01621090062,661.0545654,0.02351343818,661.0545654,0.01963603497,661.0545654,0.02343655005,661.0545654,0.02764437348,661.0545654,0.02435978688,661.0545654,0.02011025138,661.0545654,0.02119130827,661.0545654,0.02229604684,661.0545654,0.02831575833,661.0545654,0.03212406486,661.0545654,0.02940469421,661.0545654,0.02861133404,661.0545654,0.03266313672,
660.0333252,-3.095851571E-5,660.0333252,0.01081896015,660.0333252,0.01417869329,660.0333252,0.01566655189,660.0333252,0.01682906598,660.0333252,0.0184390638,660.0333252,0.02014606819,660.0333252,0.0207698103,660.0333252,0.02483527176,660.0333252,0.02956607193,660.0333252,0.02403431386,660.0333252,0.02310808189,660.0333252,0.01923912205,660.0333252,0.02258618921,660.0333252,0.02864653245,660.0333252,0.03144126013,660.0333252,0.03034357913,660.0333252,0.03095896542,660.0333252,0.03532748669,
659.0118408,-0.001499777194,659.0118408,0.0113225095,659.0118408,0.01349562779,659.0118408,0.01710841432,659.0118408,0.0161116533,659.0118408,0.0195658952,659.0118408,0.02203308605,659.0118408,0.02068661712,659.0118408,0.02209139615,659.0118408,0.02849956416,659.0118408,0.02490599453,659.0118408,0.02191175148,659.0118408,0.0244064983,659.0118408,0.02663441934,659.0118408,0.0273971241,659.0118408,0.03269752115,659.0118408,0.02982711978,659.0118408,0.03244559094,659.0118408,0.03561165929,
657.9899902,0.001401057583,657.9899902,0.01313160453,657.9899902,0.01525158435,657.9899902,0.01671493426,657.9899902,0.02013806999,657.9899902,0.01568901353,657.9899902,0.022046322,657.9899902,0.02215042152,657.9899902,0.02589437366,657.9899902,0.03044568934,657.9899902,0.02514623292,657.9899902,0.0252794493,657.9899902,0.02326527983,657.9899902,0.02591522969,657.9899902,0.03144771978,657.9899902,0.03468238562,657.9899902,0.03075041436,657.9899902,0.03213201091,657.9899902,0.03588587046,
656.9678345,-0.0001256840769,656.9678345,0.01287354622,656.9678345,0.01543184649,656.9678345,0.01674675941,656.9678345,0.019923402,656.9678345,0.01472934801,656.9678345,0.02064939775,656.9678345,0.02201562934,656.9678345,0.02472923882,656.9678345,0.03068645857,656.9678345,0.02915383875,656.9678345,0.02267500944,656.9678345,0.02295631543,656.9678345,0.02239402011,656.9678345,0.03467167541,656.9678345,0.03301514313,656.9678345,0.03297431022,656.9678345,0.0358193256,656.9678345,0.03652344272,
655.9453735,-0.0008315408486,655.9453735,0.0135637261,655.9453735,0.01488932874,655.9453735,0.0173081439,655.9453735,0.02183059976,655.9453735,0.02032606862,655.9453735,0.02303336561,655.9453735,0.02295508794,655.9453735,0.02390724979,655.9453735,0.031934347,655.9453735,0.0245609358,655.9453735,0.02267116308,655.9453735,0.02778360061,655.9453735,0.02457611077,655.9453735,0.02833438292,655.9453735,0.0354687497,655.9453735,0.03135474771,655.9453735,0.03256142512,655.9453735,0.03639402241,
655.0687256,-0.0001427635289,655.0687256,0.0112932045,655.0687256,0.01413349621,655.0687256,0.0133702755,655.0687256,0.020294277,655.0687256,0.01796305366,655.0687256,0.02208080143,655.0687256,0.02087374032,655.0687256,0.02352221124,655.0687256,0.03005023487,655.0687256,0.02636257559,655.0687256,0.02374402247,655.0687256,0.02478763647,655.0687256,0.02597661875,655.0687256,0.02767284401,655.0687256,0.03408802301,655.0687256,0.02918002754,655.0687256,0.03175320476,655.0687256,0.03716076538,
654.0456543,0.0005227969377,654.0456543,0.01278484147,654.0456543,0.01448155288,654.0456543,0.0160707403,654.0456543,0.02106396109,654.0456543,0.01983118616,654.0456543,0.02302323841,654.0456543,0.02189326659,654.0456543,0.0258717332,654.0456543,0.03163121268,654.0456543,0.0257784389,654.0456543,0.02454754151,654.0456543,0.0277581308,654.0456543,0.02655284852,654.0456543,0.03190464899,654.0456543,0.03582252935,654.0456543,0.03374158219,654.0456543,0.03470613435,654.0456543,0.03752493486,
653.0223389,0.0006629276322,653.0223389,0.01272600889,653.0223389,0.01579219289,653.0223389,0.018999964,653.0223389,0.01856645569,653.0223389,0.02014742419,653.0223389,0.02563183382,653.0223389,0.02392483689,653.0223389,0.02735491283,653.0223389,0.03304173425,653.0223389,0.02708429843,653.0223389,0.02618550137,653.0223389,0.02451182529,653.0223389,0.02598846331,653.0223389,0.03332681954,653.0223389,0.03630438074,653.0223389,0.03114737011,653.0223389,0.03363320976,653.0223389,0.03820994496,
651.9986572,-0.0003709945013,651.9986572,0.01418634225,651.9986572,0.01453880407,651.9986572,0.01698056236,651.9986572,0.02162026428,651.9986572,0.01983118616,651.9986572,0.02452488989,651.9986572,0.02270091884,651.9986572,0.02685185149,651.9986572,0.03244866058,651.9986572,0.02780358121,651.9986572,0.02438577078,651.9986572,0.02733368613,651.9986572,0.02566986717,651.9986572,0.0321177952,651.9986572,0.03508951887,651.9986572,0.0316131711,651.9986572,0.03444732353,651.9986572,0.03559387475,
650.9747314,0.00351208169,650.9747314,0.01708913594,650.9747314,0.01897924952,650.9747314,0.0155964857,650.9747314,0.02582980879,650.9747314,0.0243701376,650.9747314,0.0296478793,650.9747314,0.02734840661,650.9747314,0.03044152446,650.9747314,0.03798562288,650.9747314,0.02916026115,650.9747314,0.03022844903,650.9747314,0.03051699884,650.9747314,0.03210840374,650.9747314,0.035907913,650.9747314,0.03928013518,650.9747314,0.03285093978,650.9747314,0.03781320527,650.9747314,0.04065359011,
649.9504395,0.0001194801807,649.9504395,0.0131532168,649.9504395,0.01445794757,649.9504395,0.01637917012,649.9504395,0.02122588456,649.9504395,0.02008316666,649.9504395,0.02431225963,649.9504395,0.02334107272,649.9504395,0.02549831755,649.9504395,0.0317691043,649.9504395,0.02867335454,649.9504395,0.02658799104,649.9504395,0.02880309336,649.9504395,0.02492367662,649.9504395,0.03335499391,649.9504395,0.03621520475,649.9504395,0.03430162743,649.9504395,0.03340740874,649.9504395,0.03710285202,
649.0722656,3.085716889E-5,649.0722656,0.01307568606,649.0722656,0.01624889858,649.0722656,0.01740887947,649.0722656,0.02209863998,649.0722656,0.02118146978,649.0722656,0.02419483103,649.0722656,0.02139080502,649.0722656,0.02729955874,649.0722656,0.0314607434,649.0722656,0.02818321064,649.0722656,0.02858059108,649.0722656,0.02662723698,649.0722656,0.02695446648,649.0722656,0.03425050527,649.0722656,0.03705263883,649.0722656,0.03234774992,649.0722656,0.03527368605,649.0722656,0.03739674017,
648.0474243,0.0008753095171,648.0474243,0.01363872644,648.0474243,0.01799459383,648.0474243,0.01679069549,648.0474243,0.02247912064,648.0474243,0.020922089,648.0474243,0.02345586568,648.0474243,0.0257218834,648.0474243,0.02927089855,648.0474243,0.03537904099,648.0474243,0.03015857562,648.0474243,0.02698534541,648.0474243,0.0292622596,648.0474243,0.02696851455,648.0474243,0.02861017361,648.0474243,0.03415127844,648.0474243,0.03540504724,648.0474243,0.03747224435,648.0474243,0.03941951692,
647.0222778,0.0009929551743,647.0222778,0.01319078635,647.0222778,0.01310743298,647.0222778,0.01662194543,647.0222778,0.02178242244,647.0222778,0.02122215927,647.0222778,0.02395555377,647.0222778,0.02367204055,647.0222778,0.02863726951,647.0222778,0.03339259326,647.0222778,0.02695116214,647.0222778,0.02796654589,647.0222778,0.02764566988,647.0222778,0.02788453177,647.0222778,0.03090145439,647.0222778,0.03628664836,647.0222778,0.03550088406,647.0222778,0.03491771594,647.0222778,0.04076850414,
645.9968262,0.0003334874928,645.9968262,0.01354452409,645.9968262,0.01515625417,645.9968262,0.01720635593,645.9968262,0.02064367011,645.9968262,0.01992356591,645.9968262,0.02520606108,645.9968262,0.02460112236,645.9968262,0.02817337774,645.9968262,0.03336480632,645.9968262,0.03018707223,645.9968262,0.0256960392,645.9968262,0.02763753198,645.9968262,0.02720653638,645.9968262,0.03254861757,645.9968262,0.03762798384,645.9968262,0.03476849943,645.9968262,0.03081518784,645.9968262,0.03851943463,
644.9710693,0.0003990860714,644.9710693,0.01343848743,644.9710693,0.01766967401,644.9710693,0.01647345163,644.9710693,0.02197399363,644.9710693,0.02141155303,644.9710693,0.02364317514,644.9710693,0.02508219145,644.9710693,0.0271320492,644.9710693,0.03435082361,644.9710693,0.03137550503,644.9710693,0.02983216569,644.9710693,0.03132865205,644.9710693,0.02756909467,644.9710693,0.03384482861,644.9710693,0.03705903888,644.9710693,0.03552335501,644.9710693,0.03522214293,644.9710693,0.03532672673,
643.9450073,-0.0003618903283,643.9450073,0.01240087766,643.9450073,0.01481413841,643.9450073,0.01629079506,643.9450073,0.02130643278,643.9450073,0.02124553733,643.9450073,0.02526959963,643.9450073,0.02568093501,643.9450073,0.02866259776,643.9450073,0.03367832676,643.9450073,0.02852378041,643.9450073,0.0241078604,643.9450073,0.02736525238,643.9450073,0.02723536454,643.9450073,0.03503600508,643.9450073,0.03162441775,643.9450073,0.03244562075,643.9450073,0.03459945694,643.9450073,0.03851527348,
643.0652466,-0.0007898387848,643.0652466,0.01212834567,643.0652466,0.01628794521,643.0652466,0.01510379929,643.0652466,0.02203074284,643.0652466,0.02030157484,643.0652466,0.02374339476,643.0652466,0.02158212103,643.0652466,0.02729465254,643.0652466,0.03209898248,643.0652466,0.02898713388,643.0652466,0.02705379948,643.0652466,0.02640059032,643.0652466,0.02893143147,643.0652466,0.0331963636,643.0652466,0.03560261056,643.0652466,0.03388851508,643.0652466,0.03701545671,643.0652466,0.03763766587,
642.0386353,0.001321000629,642.0386353,0.01469185948,642.0386353,0.01732088625,642.0386353,0.01815650985,642.0386353,0.02172616869,642.0386353,0.0215016026,642.0386353,0.02527138218,642.0386353,0.02601877786,642.0386353,0.02798043378,642.0386353,0.03322377801,642.0386353,0.0268319156,642.0386353,0.02768222429,642.0386353,0.02979007922,642.0386353,0.02689946629,642.0386353,0.03356032446,642.0386353,0.0382790342,642.0386353,0.02782339603,642.0386353,0.03617699444,642.0386353,0.03909882158,
641.0117188,-0.0007391915424,641.0117188,0.01344409399,641.0117188,0.01541993767,641.0117188,0.01755664125,641.0117188,0.01943038777,641.0117188,0.02063962631,641.0117188,0.02527695335,641.0117188,0.02389964648,641.0117188,0.02548346668,641.0117188,0.03220267594,641.0117188,0.02778321505,641.0117188,0.02594888955,641.0117188,0.02798424289,641.0117188,0.02499016374,641.0117188,0.03075933456,641.0117188,0.03453781828,641.0117188,0.03170931339,641.0117188,0.03607105464,641.0117188,0.0387958847,
639.9844971,0.0005904719001,639.9844971,0.01374684181,639.9844971,0.01716119424,639.9844971,0.01829534769,639.9844971,0.02239952609,639.9844971,0.02095615305,639.9844971,0.02535150573,639.9844971,0.02110352553,639.9844971,0.02746716142,639.9844971,0.03395837545,639.9844971,0.02851183712,639.9844971,0.02598689683,639.9844971,0.02823829092,639.9844971,0.02787796222,639.9844971,0.03288064897,639.9844971,0.0361225009,639.9844971,0.0347391367,639.9844971,0.03832998127,639.9844971,0.04003533348,
638.9569702,-0.0007086452679,638.9569702,0.01391987875,638.9569702,0.01739281975,638.9569702,0.01747664995,638.9569702,0.01841734909,638.9569702,0.01862676069,638.9569702,0.02412835695,638.9569702,0.02415492758,638.9569702,0.02704264224,638.9569702,0.03180016205,638.9569702,0.02705666609,638.9569702,0.02642562427,638.9569702,0.02487523668,638.9569702,0.02788941748,638.9569702,0.03464560211,638.9569702,0.03222024068,638.9569702,0.03345840424,638.9569702,0.0370651558,638.9569702,0.03430778906,
637.9290771,-0.0008941122214,637.9290771,0.01327250153,637.9290771,0.01564964466,637.9290771,0.01763131097,637.9290771,0.02143488638,637.9290771,0.01883521862,637.9290771,0.02388233319,637.9290771,0.02347195894,637.9290771,0.02743285708,637.9290771,0.03107348271,637.9290771,0.02764012478,637.9290771,0.02504489571,637.9290771,0.02745439298,637.9290771,0.02507349849,637.9290771,0.03146864846,637.9290771,0.03775229305,637.9290771,0.03414421901,637.9290771,0.03538642824,637.9290771,0.03776505589,
637.0478516,-0.0003091754625,637.0478516,0.0125941094,637.0478516,0.01646597683,637.0478516,0.01861897856,637.0478516,0.0205182191,637.0478516,0.02038669959,637.0478516,0.02664787881,637.0478516,0.02325970866,637.0478516,0.02572952025,637.0478516,0.03228855133,637.0478516,0.02868350409,637.0478516,0.02559998259,637.0478516,0.02966026776,637.0478516,0.02676107176,637.0478516,0.03214750811,637.0478516,0.03646792099,637.0478516,0.03510433808,637.0478516,0.03530190513,637.0478516,0.03790126741,
636.0194702,0.000858527841,636.0194702,0.01432314049,636.0194702,0.0158460997,636.0194702,0.0195214618,636.0194702,0.02307974361,636.0194702,0.02244087495,636.0194702,0.02512242645,636.0194702,0.02064486593,636.0194702,0.02819205076,636.0194702,0.03185692802,636.0194702,0.03060223348,636.0194702,0.0200242307,636.0194702,0.02727905102,636.0194702,0.02603768744,636.0194702,0.03219570592,636.0194702,0.03806496039,636.0194702,0.03544254228,636.0194702,0.03626357391,636.0194702,0.03548619151,
634.9907837,-0.0006378276157,634.9907837,0.01160899922,634.9907837,0.01404081751,634.9907837,0.0158569999,634.9907837,0.02067811973,634.9907837,0.01896591857,634.9907837,0.02469931543,634.9907837,0.02173101157,634.9907837,0.02689599618,634.9907837,0.02980754524,634.9907837,0.02615355328,634.9907837,0.02466188744,634.9907837,0.02459213696,634.9907837,0.02090228721,634.9907837,0.03328517452,634.9907837,0.03594050184,634.9907837,0.03329959512,634.9907837,0.03299031407,634.9907837,0.03836792707,
633.961792,-0.0006775282673,633.961792,0.01293298602,633.961792,0.01567178406,633.961792,0.01773956232,633.961792,0.0221747756,633.961792,0.0181686841,633.961792,0.02294703759,633.961792,0.02205637097,633.961792,0.02660045773,633.961792,0.0301003363,633.961792,0.02883913741,633.961792,0.0251054205,633.961792,0.02805117331,633.961792,0.02734250762,633.961792,0.03215149418,633.961792,0.03646696359,633.961792,0.03244654089,633.961792,0.03417029232,633.961792,0.03746160865,
632.9324951,0.0001360520691,632.9324951,0.01291463897,632.9324951,0.01521729399,632.9324951,0.0171179194,632.9324951,0.02015051618,632.9324951,0.0206858851,632.9324951,0.02469717897,632.9324951,0.02233103663,632.9324951,0.02604934014,632.9324951,0.0303295888,632.9324951,0.02692728303,632.9324951,0.02176459506,632.9324951,0.0257273782,632.9324951,0.0246357508,632.9324951,0.03076944873,632.9324951,0.03652124479,632.9324951,0.03524769098,632.9324951,0.03394370899,632.9324951,0.03792782128,
632.0499878,0.0005145553732,632.0499878,0.01422146056,632.0499878,0.01444183756,632.0499878,0.01705672033,632.0499878,0.02550188638,632.0499878,0.02087556012,632.0499878,0.02333664708,632.0499878,0.01983387023,632.0499878,0.02657778002,632.0499878,0.02902568318,632.0499878,0.02802900039,632.0499878,0.0245978348,632.0499878,0.02802002616,632.0499878,0.02827876434,632.0499878,0.03381678835,632.0499878,0.03635163233,632.0499878,0.03334962577,632.0499878,0.03672301024,632.0499878,0.03856969997,
631.0201416,0.0005768116098,631.0201416,0.01443640515,631.0201416,0.01721777581,631.0201416,0.01860579289,631.0201416,0.02077936754,631.0201416,0.02145327069,631.0201416,0.0234013889,631.0201416,0.02291704528,631.0201416,0.02565536834,631.0201416,0.03021698818,631.0201416,0.02977022901,631.0201416,0.02650959231,631.0201416,0.02649247833,631.0201416,0.02468336746,631.0201416,0.03185199574,631.0201416,0.03872911632,631.0201416,0.03623895347,631.0201416,0.03662349656,631.0201416,0.0385764353,
629.9899902,-0.0005565022584,629.9899902,0.01254739892,629.9899902,0.01683310233,629.9899902,0.01452475134,629.9899902,0.02076913044,629.9899902,0.02029905096,629.9899902,0.02285832539,629.9899902,0.0225254409,629.9899902,0.02685832419,629.9899902,0.03155045211,629.9899902,0.02605494857,629.9899902,0.02520139702,629.9899902,0.02812214382,629.9899902,0.02762263454,629.9899902,0.02914630808,629.9899902,0.03618909419,629.9899902,0.03507209197,629.9899902,0.03647816926,629.9899902,0.03715585917,
628.9595337,0.00138545013,628.9595337,0.01434823684,628.9595337,0.01781949401,628.9595337,0.01870153286,628.9595337,0.02368636616,628.9595337,0.02229067869,628.9595337,0.02745296061,628.9595337,0.02560813725,628.9595337,0.02849345654,628.9595337,0.03066142835,628.9595337,0.02818602882,628.9595337,0.02672594413,628.9595337,0.02876655385,628.9595337,0.02836720832,628.9595337,0.03180389106,628.9595337,0.03834759444,628.9595337,0.03764048964,628.9595337,0.03789587319,628.9595337,0.03786895424,
627.928772,0.0004979689838,627.928772,0.01313435286,627.928772,0.01762839966,627.928772,0.01774463244,627.928772,0.02354705147,627.928772,0.0207614731,627.928772,0.02502191626,627.928772,0.02415969037,627.928772,0.02703220211,627.928772,0.03011856601,627.928772,0.02959549986,627.928772,0.02464487404,627.928772,0.02843638137,627.928772,0.02989033982,627.928772,0.02962664887,627.928772,0.03723612055,627.928772,0.03721592575,627.928772,0.03425297141,627.928772,0.03766406327,
627.0450439,0.001227277797,627.0450439,0.01481895987,627.0450439,0.01732363366,627.0450439,0.01975586824,627.0450439,0.02684389427,627.0450439,0.02024127916,627.0450439,0.0254068058,627.0450439,0.0236885529,627.0450439,0.02626749873,627.0450439,0.03156000003,627.0450439,0.02764881402,627.0450439,0.02515706792,627.0450439,0.02809182182,627.0450439,0.02795461938,627.0450439,0.03369444236,627.0450439,0.03845545277,627.0450439,0.03339698166,627.0450439,0.03698960692,627.0450439,0.03705117479,
626.0137329,-0.0001936873887,626.0137329,0.01282893866,626.0137329,0.01601301879,626.0137329,0.01923003048,626.0137329,0.02092073113,626.0137329,0.02002807893,626.0137329,0.02164885961,626.0137329,0.02315755188,626.0137329,0.02571070567,626.0137329,0.02565432526,626.0137329,0.02624360099,626.0137329,0.02467188798,626.0137329,0.02669844404,626.0137329,0.02721775323,626.0137329,0.03303715214,626.0137329,0.03538960218,626.0137329,0.03555083275,626.0137329,0.03663183376,626.0137329,0.0368998684,
624.9821167,-0.0003061230818,624.9821167,0.0132407425,624.9821167,0.01630858704,624.9821167,0.01795679517,624.9821167,0.02187679522,624.9821167,0.01941089705,624.9821167,0.02558265626,624.9821167,0.02302498557,624.9821167,0.02623045631,624.9821167,0.02960747294,624.9821167,0.02740641497,624.9821167,0.02439781837,624.9821167,0.0273734685,624.9821167,0.02586327121,624.9821167,0.03124816716,624.9821167,0.03830150887,624.9821167,0.03399882466,624.9821167,0.03351384774,624.9821167,0.03818741441,
623.9502563,0.00141251029,623.9502563,0.01564631611,623.9502563,0.01606638916,623.9502563,0.01962739602,623.9502563,0.02207459137,623.9502563,0.02225906961,623.9502563,0.02606283687,623.9502563,0.02424546517,623.9502563,0.02817044966,623.9502563,0.03043155745,623.9502563,0.02793739364,623.9502563,0.02681963518,623.9502563,0.02923927642,623.9502563,0.02887189202,623.9502563,0.03004005365,623.9502563,0.03727935627,623.9502563,0.03590352833,623.9502563,0.03736051545,623.9502563,0.03787536919,
623.0655518,-0.000500863418,623.0655518,0.01396633592,623.0655518,0.01605113223,623.0655518,0.01807387173,623.0655518,0.021310376,623.0655518,0.0197962895,623.0655518,0.02401059307,623.0655518,0.02353896201,623.0655518,0.02568458766,623.0655518,0.02840625681,623.0655518,0.02886898629,623.0655518,0.02346168645,623.0655518,0.02577253431,623.0655518,0.02547830716,623.0655518,0.0300977286,623.0655518,0.03284496814,623.0655518,0.03329095989,623.0655518,0.03328464553,623.0655518,0.03640505672,
622.0330811,-0.0005613108515,622.0330811,0.01339093782,622.0330811,0.01407637913,622.0330811,0.01826189645,622.0330811,0.01948363706,622.0330811,0.01807209104,622.0330811,0.02404848486,622.0330811,0.0228072498,622.0330811,0.02504423633,622.0330811,0.03064367734,622.0330811,0.02449065261,622.0330811,0.02539783157,622.0330811,0.02363948524,622.0330811,0.02693551779,622.0330811,0.03299310431,622.0330811,0.0354446508,622.0330811,0.03501961753,622.0330811,0.03618073836,622.0330811,0.03766767681,
621.0003662,-0.0008508660831,621.0003662,0.01251739822,621.0003662,0.01568345912,621.0003662,0.01760165766,621.0003662,0.02142485231,621.0003662,0.01901121438,621.0003662,0.02060048282,621.0003662,0.02223664708,621.0003662,0.0263283588,621.0003662,0.02776403539,621.0003662,0.02512772009,621.0003662,0.02484747022,621.0003662,0.0250951089,621.0003662,0.02566454001,621.0003662,0.02806293592,621.0003662,0.0346958451,621.0003662,0.03264951706,621.0003662,0.0371475406,621.0003662,0.03787299618,
