baseline,,bm3,,dmso_1,,dmso_2,,4-Phenylimidazole_0.1,,4-Phenylimidazole_0.2,,4-Phenylimidazole_0.3,,4-Phenylimidazole_0.4,,4-Phenylimidazole_0.5,,4-Phenylimidazole_0.6,,4-Phenylimidazole_0.7,,4-Phenylimidazole_0.8,,4-Phenylimidazole_0.9,,4-Phenylimidazole_1.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
776.9906616,0.0004802689655,776.9906616,0.001594496309,776.9906616,0.001701993868,776.9906616,0.006131852977,776.9906616,0.001425106078,776.9906616,0.002532337792,776.9906616,0.00530285947,776.9906616,0.005067663733,776.9906616,0.004612121731,776.9906616,0.03304880112,776.9906616,0.01258744765,776.9906616,0.006692633964,776.9906616,0.007484939415,776.9906616,0.009651146829,
776.0087891,0.0003870900255,776.0087891,0.002556500956,776.0087891,0.001527080429,776.0087891,0.003814380383,776.0087891,0.00543361064,776.0087891,0.005278804805,776.0087891,0.006430280395,776.0087891,0.009023100138,776.0087891,0.007721922826,776.0087891,0.03364425898,776.0087891,0.008577833883,776.0087891,0.009136999026,776.0087891,0.01260756701,776.0087891,0.00392566761,
775.0264893,-0.000879697327,775.0264893,0.001422171365,775.0264893,0.0005812440068,775.0264893,0.002497813664,775.0264893,0.004754049703,775.0264893,0.006507553626,775.0264893,0.004310156684,775.0264893,0.01246195752,775.0264893,0.008441645652,775.0264893,0.03964197263,775.0264893,0.009346636944,775.0264893,0.005858005024,775.0264893,0.007672966458,775.0264893,0.008808467537,
774.0438843,-0.0003291964822,774.0438843,0.001211001654,774.0438843,0.003287243424,774.0438843,0.003098732792,774.0438843,0.001108608441,774.0438843,0.005036996678,774.0438843,0.008458222263,774.0438843,0.001907578553,774.0438843,0.003962003626,774.0438843,0.03654391319,774.0438843,0.009982330725,774.0438843,0.005100035574,774.0438843,0.007059295662,774.0438843,0.008206010796,
773.0608521,0.002244069707,773.0608521,0.002267982811,773.0608521,0.001861171098,773.0608521,0.004399081692,773.0608521,0.006503769662,773.0608521,0.002299912507,773.0608521,0.004514207132,773.0608521,0.007508168463,773.0608521,0.003187227994,773.0608521,0.04018262401,773.0608521,0.01249643043,773.0608521,0.00655306736,773.0608521,0.005396260414,773.0608521,0.009503323585,
771.9370117,0.0009093676927,771.9370117,0.001091324608,771.9370117,0.002689110814,771.9370117,0.002908818657,771.9370117,0.003603897756,771.9370117,0.005550767295,771.9370117,0.005042993929,771.9370117,0.007534006145,771.9370117,0.00350380945,771.9370117,0.02793065831,771.9370117,0.008432698436,771.9370117,0.006296234671,771.9370117,0.007454259321,771.9370117,0.009366580285,
770.9532471,0.000652609393,770.9532471,-9.31893851E-7,770.9532471,0.004391132388,770.9532471,0.004421178717,770.9532471,0.005205889232,770.9532471,0.004834715743,770.9532471,0.005341879092,770.9532471,0.01376776304,770.9532471,0.007858781144,770.9532471,0.02548220381,770.9532471,0.008702735417,770.9532471,0.010233243,770.9532471,0.007631155197,770.9532471,0.009117912501,
769.9690552,0.0009494731203,769.9690552,0.001229691901,769.9690552,-0.0006920532905,769.9690552,0.004086681642,769.9690552,0.005307313986,769.9690552,0.0065817656,769.9690552,0.003780511441,769.9690552,0.007771227043,769.9690552,0.00110853056,769.9690552,0.02867609262,769.9690552,0.007079633884,769.9690552,0.01000150852,769.9690552,0.008861434646,769.9690552,0.01261689421,
768.9845581,-0.003079632763,768.9845581,-0.002399511635,768.9845581,0.001819317811,768.9845581,0.003249007976,768.9845581,0.00158353243,768.9845581,0.005173116922,768.9845581,0.002530983882,768.9845581,0.0001058088383,768.9845581,0.003340742085,768.9845581,0.02642936446,768.9845581,0.007194366772,768.9845581,0.009272586554,768.9845581,0.006026692223,768.9845581,0.008193058893,
767.9996948,-0.001342646661,767.9996948,-0.0004440279154,767.9996948,-0.0005561403232,767.9996948,0.002371300478,767.9996948,0.003795839613,767.9996948,0.003652580082,767.9996948,0.007001785561,767.9996948,0.00511787273,767.9996948,0.008108786307,767.9996948,0.02868554927,767.9996948,0.0112155797,767.9996948,0.007096736692,767.9996948,0.006699942052,767.9996948,0.004827595782,
767.0144653,0.0006046768976,767.0144653,0.001319157192,767.0144653,0.002523302799,767.0144653,0.004253139719,767.0144653,0.002480292227,767.0144653,0.007988116704,767.0144653,0.004881598987,767.0144653,0.005972835235,767.0144653,0.006092421245,767.0144653,0.03033019975,767.0144653,0.009821340442,767.0144653,0.01032916829,767.0144653,0.007177681196,767.0144653,0.007357860915,
766.0288696,0.0002645316126,766.0288696,0.003427042859,766.0288696,0.001959165325,766.0288696,0.005231459625,766.0288696,0.004922544118,766.0288696,0.005872015841,766.0288696,0.005521245766,766.0288696,0.006672997493,766.0288696,0.005539204925,766.0288696,0.03086165339,766.0288696,0.01228848938,766.0288696,0.01606179588,766.0288696,0.01069138013,766.0288696,0.007066030987,
765.0429077,-0.001140125096,765.0429077,0.001667769509,765.0429077,0.002458059462,765.0429077,0.003173199017,765.0429077,0.0045791585,765.0429077,0.005643303972,765.0429077,0.006595037878,765.0429077,0.005812983494,765.0429077,0.002697524149,765.0429077,0.03083900362,765.0429077,0.009477553889,765.0429077,0.01298200618,765.0429077,0.009512399323,765.0429077,0.0064133876,
764.0565796,0.0005662880722,764.0565796,0.00176948891,764.0565796,0.00235149404,764.0565796,0.003769988427,764.0565796,0.005026705097,764.0565796,0.005107840989,764.0565796,0.005193157122,764.0565796,0.006367284339,764.0565796,0.008818531409,764.0565796,0.03773489967,764.0565796,0.008262283169,764.0565796,0.01259277761,764.0565796,0.00845761504,764.0565796,0.002906369045,
763.0698853,-0.0005163768074,763.0698853,0.001838294207,763.0698853,0.001832289272,763.0698853,0.002051173709,763.0698853,0.003580772318,763.0698853,0.005083351862,763.0698853,0.005757421721,763.0698853,0.005522268359,763.0698853,0.006687244866,763.0698853,0.04316572472,763.0698853,0.01008834783,763.0698853,0.01375509799,763.0698853,0.007573332172,763.0698853,0.005393351428,
761.9417725,0.001462609973,761.9417725,0.001748851966,761.9417725,0.002764939563,761.9417725,0.003815085627,761.9417725,0.00521542551,761.9417725,0.002296191175,761.9417725,0.006606917363,761.9417725,0.006745660212,761.9417725,0.006263563409,761.9417725,0.05075196177,761.9417725,0.01245463174,761.9417725,0.01535447035,761.9417725,0.008148111403,761.9417725,0.007942004129,
760.9543457,0.0004269917845,760.9543457,0.001298256102,760.9543457,0.002797609195,760.9543457,0.003828351852,760.9543457,0.005394635722,760.9543457,0.005291146226,760.9543457,0.007695678622,760.9543457,0.007473668084,760.9543457,0.004405645654,760.9543457,0.05419656634,760.9543457,0.01871691085,760.9543457,0.01380234025,760.9543457,0.01121411845,760.9543457,0.003814589465,
759.9665527,0.0004701883008,759.9665527,0.001578700147,759.9665527,0.003092606086,759.9665527,0.003338811919,759.9665527,0.005044041201,759.9665527,0.002464203397,759.9665527,0.005384440068,759.9665527,0.006773187779,759.9665527,0.007237609942,759.9665527,0.05162457749,759.9665527,0.01380562689,759.9665527,0.01195982657,759.9665527,0.01055121142,759.9665527,0.01117812749,
758.9783325,0.0007479197811,758.9783325,0.001635106863,758.9783325,0.006418720819,758.9783325,0.00446095597,758.9783325,0.006849890575,758.9783325,0.006283680443,758.9783325,0.00495893741,758.9783325,0.007129917853,758.9783325,0.00780801801,758.9783325,0.05051577464,758.9783325,0.01482645981,758.9783325,0.01470639929,758.9783325,0.01071602758,758.9783325,0.009034279734,
757.9898071,0.002485915553,757.9898071,0.004588000942,757.9898071,0.004409175832,757.9898071,0.004794118926,757.9898071,0.005785018206,757.9898071,0.005694733467,757.9898071,0.0076129511,757.9898071,0.006307081785,757.9898071,0.008222973906,757.9898071,0.04702502862,757.9898071,0.01630812883,757.9898071,0.01550126821,757.9898071,0.0114727607,757.9898071,0.009660860524,
757.0009155,0.002325832611,757.0009155,0.001558643766,757.0009155,0.004110644106,757.0009155,0.004908066243,757.0009155,0.002131417394,757.0009155,0.003683645744,757.0009155,0.004213381559,757.0009155,0.0091361003,757.0009155,0.008486676961,757.0009155,0.04169355333,757.0009155,0.0133939283,757.0009155,0.01502047945,757.0009155,0.01190451067,757.0009155,0.003180943429,
756.0116577,0.004547400866,756.0116577,0.003222719766,756.0116577,0.005499092862,756.0116577,0.00450594211,756.0116577,0.004530319944,756.0116577,0.007605627645,756.0116577,0.00872037746,756.0116577,0.004995516967,756.0116577,0.008467196487,756.0116577,0.03274739906,756.0116577,0.01709231362,756.0116577,0.009971152991,756.0116577,0.01155144162,756.0116577,0.009757453576,
